리뷰,rep,index,Processing,평가
밤도깨비 야시장이나 세계 푸드트럭 페스티벌 같은 행사 시기에 맞춰서 가면 더욱 다양한 먹거리와 체험 등을 즐길 수도 있다.,5,896,"['밤', '도깨비', '야시장', '이나', '세계', '푸드', '트럭', '페스티벌', '행사', '시기', '맞추다', '가면', '더욱', '다양하다', '먹거리', '체험', '즐기다', '수도']",긍정
"또한 애완동물을 산책시키기에도 좋은데, 배설물을 치울 비닐이나 휴지는 필수로 챙겨야 한다.",6,896,"['애완동물', '산책', '기', '에도', '좋다', '배설물', '치우다', '비닐', '이나', '휴지', '는', '필수', '챙기다', '하다']",긍정
가족과 함께 이랜드크루즈 디너.,0,897,"['가족', '이랜드', '크루즈', '디너']",긍정
언제나 한강을 걷는건 좋다.,0,898,"['언제나', '한강', '걷다', '좋다']",긍정
담배피는 사람들이 제 자리만 벗어나질 않는다면 말이지.,1,898,"['담배', '피다', '사람', '자리', '만', '벗어나다', '않다', '말', '이지']",부정
뭐 조금의 시끄러움과 다양한 사람들의 어울림은 여기가 사람들이 살아가는 서울이 휴식처임을 알게한다.,2,898,"['뭐', '시끄럽다', '움', '다양하다', '사람', '어울림', '은', '사람', '살아가다', '서울', '휴식', '처임', '알', '게', '하다']",부정
꽃피는 계절에는 한번쯤 가보면 좋은 곳 요즘엔 푸드트럭도 많아서 먹을 것도 많다 주머니 사정이 괜찮다면 가끔 놀러가서 야식으로 포식할만도 하다,0,899,"['꽃', '피다', '계절', '에는', '한번', '쯤', '가보다', '좋다', '곳', '요즘', '엔', '푸드', '트럭', '도', '많다', '먹다', '도', '많다', '주머니', '사정', '괜찮다', '가끔', '놀다', '가다', '야식', '포식', '하다', '하다']",긍정
마포대교와 원효대교 중간으로바야 할것같아요,0,900,"['마포대교', '원효대교', '중간', '바', '하다']",긍정
주말이면사람이아주많아요,1,900,"['주말', '면', '사람', '이아주', '많다']",부정
마포대교밑에는더위를식힐수있는물수로가흐른답니다,2,900,"['마포대교', '밑', '에는', '더위', '식히다', '물', '수로', '흐르다']",부정
2019 디자인위크 전시 멋져요,0,901,"['2019', '디자인', '위', '크다', '전시', '멋지다']",긍정
피크닉 하기 좋은 장소입니다.,0,902,"['피크닉', '하다', '좋다', '장소', '이다']",긍정
깨끗하고 시원하고 시끄럽지 않아요,0,903,"['깨끗하다', '시원하다', '시끄럽다', '않다']",긍정
통닭 피자 등 음식은 집에서 주문해서 가져오세요.,1,903,"['통닭', '피자', '음식', '은', '집', '주문', '하다', '가져오다']",부정
비싸고 불친절하고 양도 적고 맛없어요.,2,903,"['비싸다', '불친절하다', '양도', '적다', '맛없다']",부정
빌리는 돗자리는 비싸고 작아요.,3,903,"['빌리다', '돗자리', '는', '비싸다', '작다']",부정
큰 돗자리 사가지고 오세요.,4,903,"['크다', '돗자리', '사가다', '오다']",긍정
5번 이상 사용할 거라면 텐트도 사가지고 오세요.,5,903,"['번', '사용', '하다', '거', '라면', '텐트', '도', '사가다', '오다']",긍정
공원이용에 대한 시민들의 인식개선과 정비가 필요하다.,0,904,"['공', '원', '이용', '대한', '시민', '인식', '개선', '정비', '필요하다']",긍정
"나뒹구는 쓰레기, 텐트, 주류, 음주 후 흔적들 공원을 피폐하게 만든다.",1,904,"['나뒹굴다', '쓰레기', '텐트', '주류', '음주', '후', '흔적', '공원', '피', '폐하', '게', '만들다']",부정
좋은 공원을 함께 가꾸어 나가야 한다.,2,904,"['좋다', '공원', '가꾸다', '나가야', '하다']",긍정
언제와도 좋은곳👍…,0,905,"['와도', '좋다', '곳', '👍']",긍정
"접근성이 좋고, 한강을 끼고 있어서 가족, 친구, 연인들이 즐기기에 좋아요.",0,906,"['접근성', '좋다', '한강', '끼', '고', '가족', '친구', '연인', '즐기다', '좋다']",긍정
"자전거, 텐트, 돗자리 등도 렌트 가능하고요.",1,906,"['자전거', '텐트', '돗자리', '도', '렌트', '가능하다']",긍정
여의도 음식점에서 배달도 가능합니다.,2,906,"['여의도', '음식점', '배달', '도', '가능하다']",부정
한강공원이야,0,907,"['한강', '공원', '이야']",긍정
워낙에 알려져 있잖아요?,1,907,"['워낙', '알려지다']",긍정
요즘 날이 풀리고있어 서너쯤가서 널부러져 있기 딱이쥬,2,907,"['요즘', '날', '풀리다', '서너', '쯤', '가다', '널', '부러지다', '쥬']",긍정
"시켜먹기보다 주변에서 주전부리 두어개 사서 먹으면 더 피크닉같고, 대기할 필요도 없구요.",3,907,"['먹기', '보다', '주변', '주전부리', '두어', '개', '사서', '먹다', '더', '피크닉', '대기', '하다', '필요', '도', '없다']",긍정
시~원한 얼음만 사서 와인피크닉했더니 더할나위없는 쉼이었습니다!,4,907,"['시', '원한', '얼음', '만', '사서', '와인', '피크닉', '하다', '더하다', '나위', '없다', '쉬다']",긍정
별 하나 뺀거는.. 이 정도 규모에 인파면 화장실 건물 제대로 지을법한데 아직도 간이식느낌으로 불편한지라..,5,907,"['별', '빼다', '..', '정도', '규모', '인파', '면', '화장실', '건물', '제대로', '지다', '법', '한', '데', '아직도', '간이', '식', '느낌', '불편하다', '..']",부정
저는 역으로 가거나 참고있어서요,6,907,"['는', '역', '가다', '참다']",부정
여성분들은 이 점 불편하신 분들 많으실거에요,7,907,"['여성', '분들', '은', '점', '불편하다', '분들', '많다']",부정
"가족들 나들이, 자전거타기 좋아요",0,908,"['가족', '나들이', '자전거타기', '좋다']",긍정
올해도 글렀나봄 최고였다ㅠㅠ,0,909,"['올해', '도', '글렀나봄', '최고', '이다', 'ㅠㅠ']",긍정
권피치 진짜ㅠㅠ🍑💕💕…,1,909,"['권', '피치', '진짜', 'ㅠㅠ', '🍑💕💕']",긍정
"젊음, 낭만, 연인, 노래, 노을, 야경~~ 수 많은 단어들이 머리속에 떠오르네요.",0,910,"['젊음', '낭만', '연인', '노래', '노을', '야경', '~~', '수', '많다', '단어', '머리', '속', '떠오르다']",긍정
한마디로 낭만이 느껴지는 곳입니다,1,910,"['낭만', '느껴지다', '곳', '이다']",부정
좋은데 자전거도로 아닌데서도 달리는 자전거도 있고 사람도 많네요.,0,911,"['좋다', '자전거', '도로', '아니다', '달리다', '자전거', '도', '사람', '도', '많다']",긍정
그리고 쓰레기통에 봉투랑 푯말이랑 틀려서 재활용이랑 일반쓰레기 버리는게 엉망이예요.,1,911,"['쓰레기통', '봉투', '랑', '푯말', '이랑', '틀리다', '재활용', '이랑', '일반', '쓰레기', '버리다', '엉망', '예요']",부정
"봄, 가을엔 한강공원 데이트가 최고지요♡",0,912,"['봄', '가을', '엔', '한강', '공원', '데이트', '최고', '지', '요', '♡']",긍정
텐트 테이블 돗자리 대여도 되니 좋네요,1,912,"['텐트', '테이블', '돗자리', '대여', '도', '되다', '좋다']",긍정
맛있는 음식도 배달시켜먹고 편의점에서 시원한 맥주도 마시고 좋아요ㅎ,2,912,"['맛있다', '음식', '도', '배달', '먹다', '편의점', '시원하다', '맥주', '도', '말다', '좋다', 'ㅎ']",긍정
산책하기 좋습니다,0,913,"['산책', '하다', '좋다']",긍정
날씨도 좋았고  오랫만에  좋은 추억가져갑니다,0,914,"['날씨', '도', '좋다', '오랫', '만', '좋다', '추억', '가져가다']",긍정
노멀합니다,0,915,"['노멀', '하다']",긍정
한강의 야경은 언제 봐도 힐링ㅠ,0,916,"['한강', '야경', '은', '보다', '힐링', 'ㅠ']",긍정
너무 황량함 좀특이한 시설 있었으면 세계인도 놀라만한 멋진생각 많은데?,0,917,"['너무', '황량', '함', '특이하다', '시설', '세계', '인도', '한', '멋지다', '생각', '많다']",부정
63빌딩 바로 앞인데 한화에서 다양한 행사를 하는 곳이라 좋네요.,0,918,"['63', '빌딩', '앞', '인데', '한화', '다양하다', '행사', '하다', '곳', '이라', '좋다']",긍정
평범한 산책도 좋고 이벤트도 좋습니다.^^,1,918,"['평범하다', '산책', '도', '좋다', '이벤트', '도', '좋다', '.^^']",긍정
넓고 편의시설이 잘 갖춰져 있다.,0,919,"['넓다', '편의', '시설', '자다', '갖추다']",긍정
사람이 많고 활기찬 분위기다.,1,919,"['사람', '많다', '활기차다', '분위기', '다']",긍정
늘 북적북적거린다.,2,919,"['늘', '북적', '북적', '거', '린다']",부정
전단지를 나눠주는 사람들이 엄청나게 많아서 보통 10장 정도는 받게 되는 것 같다.,3,919,"['전단지', '나누다', '사람', '엄청나다', '많다', '보통', '10', '장', '정도', '는', '받다', '되다']",부정
보통 닭꼬치나 타코야끼같은 간단한 간식을 노점에서 사먹을 수 있고 가끔 괜찮은 음식을 파는 푸드트럭이 정식 허가를 받고 들어온다.,4,919,"['보통', '닭꼬치', '타코야끼', '간단하다', '간식', '노점', '사먹다', '수', '가끔', '괜찮다', '음식', '팔다', '푸드', '트럭', '정식', '허가', '받다', '들어오다']",긍정
편의점과 화장실이 있다.,5,919,"['편의점', '화장실']",긍정
"돗자리, 텐트, 테이블 등을 대여해주는 사람도 있다.",6,919,"['돗자리', '텐트', '테이블', '대여', '해주다', '사람', '도']",긍정
여의도공원 넓고 자전거타기 너무 좋아요,0,920,"['여의도', '공원', '넓다', '자전거타기', '너무', '좋다']",긍정
근처에서 텐트를 대여할 수 있다.,0,921,"['근처', '텐트', '대여', '하다', '수']",긍정
많은 먹거리가 있다.,1,921,"['많다', '먹거리']",부정
"가족, 연인 단위 나들이객이 많아서 분위기가 평화롭다.",2,921,"['가족', '연인', '단위', '나들이', '객', '많다', '분위기', '평화롭다']",긍정
한강을 보며 편안하게 휴식을 할 수 있다.,3,921,"['한강', '보다', '편안하다', '휴식', '하다', '수']",긍정
불꽃축제가 너무 멋있었어요,0,922,"['불꽃', '축제', '너무', '멋있다']",긍정
여의나루역 근처는 밤새 놀다 쓰레기를 버리고 가서 잔디밭이 쓰레기로 난장판임,0,923,"['여의나루역', '근처', '는', '밤새', '놀다', '쓰레기', '버리다', '가다', '잔디밭', '쓰레기', '난장판', '임']",부정
사람 많음...,0,924,"['사람', '많다']",부정
걍 분위기 좋음..,1,924,"['걍', '분위기', '좋다', '..']",부정
햇빛 겁나 뜨거움..,2,924,"['햇빛', '겁나다', '뜨겁다', '움', '..']",부정
텐트치는곳 따로 있으니 주차 잘해야 안멈..,3,924,"['텐트', '치다', '곳', '따로', '주차', '잘해야', '안멈', '..']",부정
이것저것 빌릴곳 많음..,4,924,"['빌리다', '곳', '많다', '..']",부정
도시락은 간단히..,5,924,"['도시락', '은', '간단하다', '..']",부정
22년 여의도 불꽃축제,0,925,"['22년', '여의도', '불꽃', '축제']",긍정
꽃보다 사람이 더만았던 날,0,926,"['꽃', '보다', '사람', '더', '만', '았던', '날']",부정
가을날씨와 너무 잘 어울렸던,0,927,"['가을', '날씨', '너무', '자다', '어울리다']",긍정
밤에 가도 좋은곳 사람들이 북적거려도 놀고  앉고 먹을꺼 많아요,0,928,"['밤', '가도', '좋다', '곳', '사람', '북적', '거려', '도', '놀다', '앉다', '먹다', '많다']",긍정
걱정하지 말고 가세요!!,1,928,"['걱정', '하다', '말고', '가세', '요', '!!']",긍정
오히려 북적북적한맛에  가는거구 치맥하러가는곳 아닐까요?,2,928,"['북적', '북적', '한', '맛', '가다', '치맥', '하다', '곳', '아니다', '요']",부정
너무 재밌는 경험이었어요,3,928,"['너무', '재밌다', '경험', '이다']",긍정
예쁜한강구경하기 좋은곳!,0,929,"['예쁘다', '한강', '구경', '하다', '좋다', '곳']",긍정
근처에서 돗자리 대여하는곳도 많으니 추천!,1,929,"['근처', '돗자리', '대여', '하다', '곳도', '많다', '추천']",긍정
바람쐬기 좋아요..,0,930,"['바람', '쐬다', '좋다', '..']",긍정
애기들 데려오기 좋아요(자전거조심),1,930,"['애기', '데려오다', '좋다', '자전거', '조심']",긍정
예전엔 많이왔는데...,2,930,"['예전', '엔', '많이', '오다']",부정
오랜만에 오니까 좋네요 !,3,930,"['오랜', '만', '니까', '좋다']",긍정
도깨비야시장 푸드트럭 메뉴도 다양하네요.,0,931,"['도깨비', '야시장', '푸드', '트럭', '메뉴', '도', '다양하다']",긍정
사람들 엄청 많구요..,1,931,"['사람', '엄청', '많다', '..']",부정
대기줄도 기본 30분 이상이네요..,2,931,"['대다', '기본', '30분', '상이', '요', '..']",부정
많은 인파들에 또 다른 볼거리네요..,3,931,"['많다', '인파', '볼거리', '요', '..']",긍정
평일 밤12시에 갔는데 한강공원편의점은 라면을 안팔고 여의나루역 옆 미니스톱에서 라면을 팔아서 먹었습니다.,0,932,"['평일', '밤', '12시', '가다', '한강', '공원', '편의점', '은', '라면', '안팔', '고', '여의나루역', '옆', '미니스톱', '라면', '파다', '먹다']",긍정
그리고 비온 직후라 한강공원편의점은 먹을곳이 없었는데 미니스톱은 천막을 다 쳐놔서 비가 오더라도 편하게 먹을수있었음,1,932,"['비온', '직후', '라', '한강', '공원', '편의점', '은', '먹다', '곳', '없다', '미니스톱', '은', '천막', '다', '치다', '놓다', '비', '오다', '편하다', '먹다']",긍정
분위기 기가막힘,0,933,"['분위기', '기', '막히다']",긍정
절대 가지마세요,0,934,"['절대', '가지', '말다']",부정
개덥고 사람 개많고 물 5천원에 팔고 텐트 피고 접고 에너지낭비 핵심합니다,1,934,"['개', '덥다', '사람', '개', '많다', '물', '5천원', '팔고', '텐트', '피고', '접다', '에너지', '낭비', '핵심', '하다']",부정
걍 집에서 잠이나 자세요,2,934,"['걍', '집', '잠', '이나', '자세', '요']",부정
평화롭다.,0,935,['평화롭다'],부정
여의나루역 2번출구로 나오면 할머니들이 붙잡고 전단지를 나눠준다.,1,935,"['여의나루역', '번', '출구', '나오다', '할머니', '붙잡다', '전단지', '나누다', '주다']",부정
"자전거 1시간에 3000원 2시간에 5000원이고, 커플자전거도 있다.",2,935,"['자전거', '1시간', '3000원', '2시간', '5000원', '이고', '커플', '자전거', '도']",부정
돗자리도 4000원에 빌릴 수 있다.,3,935,"['돗자리', '도', '4000원', '빌리다', '수']",긍정
돗자리깔고 아까 나눠받은 전단지보고 치킨시켜먹자.,4,935,"['돗자리', '깔다', '아깝다', '나누다', '받다', '전단지', '보고', '치킨', '먹다']",긍정
배달은 공원이 아니라 받는 곳이 따로 있다.,5,935,"['배달', '은', '공원', '아니다', '받다', '곳', '따로']",부정
서울에 사는 사람들의 문화적 특권...부럽당,0,936,"['서울', '살다', '사람', '문화', '적', '특권', '부럽다']",부정
여의도 공원에서 자전거 대여해서 타는데 한강으로 바로 갈 수 있는 짧은 터널이 연결되어 있다는 걸 처음 알았네요.,0,937,"['여의도', '공원', '자전거', '대여', '하다', '한강', '갈다', '수', '짧다', '터널', '연결', '되어다', '걸', '처음', '알다']",긍정
왜 아무도 얘기를 안해줬지..,1,937,"['아무', '도', '얘기', '안', '해주다', '..']",부정
터널 통과한 끝에서 한강을 보니 더 시야가 탁 트이는 느낌이고 좋았습니다.,2,937,"['터널', '통과', '한', '끝', '한강', '보다', '더', '시야', '탁', '트이다', '느낌', '이고', '좋다']",긍정
2023년 3월까지는 텐트 등을 칠 수 없어 아쉽다.,0,938,"['2023년', '3월', '까지는', '텐트', '수', '없다', '아쉽다']",긍정
그래도 여전히 예쁜 곳,1,938,"['여전하다', '예쁘다', '곳']",긍정
아름다운 공연과 사람들과 자연의 만남이 있다.,0,939,"['아름답다', '공연', '사람', '자연', '만남']",긍정
그리고 맛있는 음식으로 즐길 수 모먼트가 있다,1,939,"['맛있다', '음식', '즐기다', '수', '모먼트']",긍정
2인용자전거 탔는데 삐거덕거려거 무서웠지만 재미잇었음!,0,940,"['인용', '자전거', '삐거덕거려거', '무섭다', '재미', '잇다']",긍정
경치 좋고 맛있는게 많아서 데이트하기 딱좋습니다!,1,940,"['경치', '좋다', '맛있다', '많다', '데이트', '하다', '딱좋다']",긍정
강을 바라보면서 야경도 볼수 있어서 가족 친구 등 함께하면 좋습니다.,0,941,"['강', '바라보다', '야경', '도', '보다', '가족', '친구', '하다', '좋다']",긍정
코로나로 인해 멀리까지 못하지만 한강에서 보내는 것도 괜찮을 듯 합니다.,1,941,"['코로나', '인하다', '멀리', '못', '하다', '한강', '보내다', '도', '괜찮다', '듯', '하다']",긍정
화장실을 갈 수가 없어요~~~,0,942,"['화장실', '갈다', '수가', '없다', '~~~']",부정
뭐든 비싸게 팔아요~~,1,942,"['뭐', '든', '비싸다', '파다', '~~']",부정
장사가 너무 잘 되다보니 손님을 우습게 아는 점포도 엄청 많습니다~,2,942,"['장사', '너무', '자다', '되다', '보다', '손님', '울다', '알다', '점포', '도', '엄청', '많다']",부정
사람 너무 많고 지저분함.,3,942,"['사람', '너무', '많다', '지저분하다']",부정
그래도 한강 공원이 주는 느낌이 좋아서 가게 됨..,4,942,"['한강', '공원', '주다', '느낌', '좋다', '가게', '되다', '..']",긍정
"반포나 잠원 한강공원 대비 한적하고, 누워서 하늘을 바라보며 쉴 수 있는 그물의자도 있어서 너무나 좋았네요.",0,943,"['반포', '잠', '원', '한강', '공원', '대비', '한적하다', '눕다', '하늘', '바라보다', '쉬다', '수', '물의', '도', '너무나', '좋다']",긍정
화려하지는 않지만 서울에 이런 공원이 더 많아지면 좋겠습니다.,1,943,"['화려하다', '않다', '서울', '이렇다', '공원', '더', '많아지다', '좋다']",부정
승용차로 이용도 좋지만 주차장이 그리 넓지 않으므로 전철이용도 좋을듯.,0,944,"['승용차', '이용도', '좋다', '주차장', '그리다', '넓다', '않다', '전철', '이용도', '좋다']",긍정
"여의나루역3번,4번 출구로 나오면 바로 공원이다.",1,944,"['여의나루역', '번', '번', '출구', '나오다', '공원', '이다']",부정
주말엔 야시장이 개설되어 각종 신선 먹거리가 있어서 가족이나 연인들 데이트 코스도 좋을듯하다,2,944,"['주말', '엔', '야시장', '개설', '되어다', '신선', '먹거리', '가족', '이나', '연', '인들', '데이트', '코스', '도', '좋다', '하다']",긍정
낮이든 밤이든 치맥하기 딱 좋은 곳,0,945,"['낮', '이든', '밤', '이든', '치맥', '하다', '좋다', '곳']",긍정
배달존있는데는 사람이 과하게 많음,0,946,"['배달', '좋다', '사람', '하다', '많다']",긍정
배달 받는 거나 돗자리 빌리는 게 잘 되어있어서 좋네요,0,947,"['배달', '받다', '거나', '돗자리', '빌리다', '게', '자다', '되어다', '좋다']",긍정
사람 많아도 그럭저럭 분위기 있어요 ~,1,947,"['사람', '많다', '그럭저럭', '분위기']",부정
강바람이 너무 좋았어요.,0,948,"['강바람', '너무', '좋다']",긍정
앉을곳도 많고 화장실 편의점 산책로 잘 되어있습니다.,0,949,"['앉다', '곳도', '많다', '화장실', '편의점', '산책로', '자다', '되어다']",긍정
방역지침 준수하면서 안전하게 이용하세요~,1,949,"['방역', '지침', '준수', '하다', '안전하다', '이용', '하다']",긍정
날씨가 좀 덥긴한데 바람도 불고 괜찮았음,0,950,"['날씨', '덥다', '기다', '바람', '도', '불', '고', '괜찮다']",긍정
한강은 서울을 볼수 있는 완벽한 곳입니다.,0,951,"['한강', '은', '서울', '보다', '완벽하다', '곳', '이다']",긍정
다양한 볼거리 놀거리 쉴거리가 있어요.,0,952,"['다양하다', '볼거리', '놀', '거리', '쉬다', '거리']",부정
2019 여의도불꽃축제 기다립니다♡,0,953,"['2019', '여의도', '불꽃', '축제', '기다리다', '♡']",긍정
맛있는 음식 싸들고 가을 소풍오기 딱 좋아요ㅎ,1,953,"['맛있다', '음식', '싸', '들다', '가을', '소풍', '오기', '좋다', 'ㅎ']",긍정
돗자리와 담요 필수준비!!,2,953,"['돗자리', '담요', '필수', '준비', '!!']",긍정
쓰레기는 분리수거 합시다^^,3,953,"['쓰레기', '는', '분리수거', '하다', '^^']",긍정
"사람들이 많지만, 건전하고 분위기 좋아서 오랜만의 야외 나들이하기 좋은 곳이네요ㅎ",0,954,"['사람', '많다', '건전하다', '분위기', '좋다', '오랜', '만', '야외', '나들이', '하다', '좋다', '곳', '이네', '요', 'ㅎ']",긍정
다만 쓰레기 버리는 곳의 냄새들은 좀 잡아주면 더 좋을듯해요^^,1,954,"['쓰레기', '버리다', '곳', '냄새', '은', '잡다', '더', '좋다', '해', '요', '^^']",긍정
비위생적인 음식과 노점들. . .,0,955,"['비위생적', '인', '음식', '노점']",부정
공원이 아니라 술판 진짜 심각하다.,1,955,"['공원', '아니다', '술판', '진짜', '심각하다']",부정
한강방어선 전투 백골부대 전적지,0,956,"['한강', '방어선', '전투', '백골부대', '전적', '지']",부정
주말이나 공휴일에 사람들이 많이 찾는 곳 한강 바람맞으며 힐링하기 좋은 곳으로 추천할 수 있다.,0,957,"['주말', '이나', '공휴일', '사람', '많이', '찾다', '곳', '한강', '바람맞다', '힐링', '하다', '좋다', '곳', '추천', '하다', '수']",긍정
여름이면 밤에 많은 사람이 공원에서 가족과 함께 휴식을 취하는 것을 자주 볼 수 있다.,1,957,"['여름', '이면', '밤', '많다', '사람', '공원', '가족', '휴식', '취하', '는', '자주', '볼', '수']",긍정
바람이 시원하다.,0,958,"['바람', '시원하다']",긍정
특별한 이벤트가 없다면 그렇게 북적이지 않고 여유를 느낄 수 있다.,1,958,"['특별하다', '이벤트', '없다', '그렇게', '북적', '이지', '않다', '여유', '느끼다', '수']",긍정
낮과 밤이 각각 좋다.,2,958,"['낮', '밤', '좋다']",긍정
산책하면 좋아요,0,959,"['산책', '하다', '좋다']",긍정
밤도깨비 야시장 기간에 다녀왔는데 푸드트럭도 많고 재밌었어요ㅎ,0,960,"['밤', '도깨비', '야시장', '기간', '다녀오다', '푸드', '트럭', '도', '많다', '재밌다', 'ㅎ']",긍정
밤에 돗자리깔기 괜찮아요.,1,960,"['밤', '돗자리', '깔다', '괜찮다']",긍정
공중화장실도 많아서 편리합니다!,2,960,"['공중화장실', '도', '많다', '편리하다']",긍정
커플끼리 간다면야 더할나위없이 좋음,0,961,"['커플', '끼리', '가다', '더하다', '나위', '없이', '좋다']",긍정
"돗자리 대여 2,000원이고  편의점은 cu랑 미니스톱 있습니다.",1,961,"['돗자리', '대여', '2,000원', '이고', '편의점', '은', 'cu', '랑', '미니스톱']",긍정
먹거리로는 목살 추천드립니다.,2,961,"['먹거리', '로는', '목살', '추천', '드리다']",긍정
정말 자유롭고 좋은 곳,0,962,"['정말', '자유', '롭고', '좋다', '곳']",긍정
"가게가 크진 않지만, 맛있음.",0,963,"['가게', '크다', '않다', '맛있다']",긍정
개인적으로 순대라면 추천.,1,963,"['개인', '적', '순대', '라면', '추천']",부정
저녁에 사람 많음,0,964,"['저녁', '사람', '많다']",부정
그래서 비교적 쓰레기가 널려있음...,1,964,"['비교', '적', '쓰레기', '널다']",부정
바람 많이부니까 저녁에는 바람막이 같은거 챙겨가면 좋음,2,964,"['바람', '많이', '부', '니까', '저녁', '에는', '바람막이', '챙기다', '좋다']",긍정
아름다은 벛꽃길,0,965,"['아름답다', '벛꽃길']",긍정
시민의식 결여.,0,966,"['시민', '의식', '결여']",긍정
쓰레기.,1,966,['쓰레기'],부정
편의점과 파출소 건물이 너무 노화됐다.,2,966,"['편의점', '파출소', '건물', '너무', '노화', '돼다']",부정
파출소는 파출소인지도 모를 지경.,3,966,"['파출소', '는', '파출소', '인지도', '모르다', '지경']",부정
관리 좀 하자.,4,966,"['관리', '하자']",부정
그리고 시민들은  문화의식과 공공질서 좀 지키자.,5,966,"['시민', '은', '문', '화의', '식', '공공', '질서', '지키다']",긍정
벚꽃축제하는 날이라 사진을 찍어보고 떨어지는 벚꽃잎을 봤어요.,0,967,"['벚꽃', '축제', '는', '날', '이라', '사진', '찍다', '보고', '떨어지다', '벚꽃', '잎', '보다']",부정
이렇게 멋진 걸 하다니..!,0,968,"['이렇게', '멋지다', '걸', '하다', '..!']",긍정
강변음악회 너무 좋았어요,1,968,"['강변', '음악회', '너무', '좋다']",긍정
불꽃놀이 보러갔다.,0,969,"['불꽃놀이', '보다', '가다']",부정
근처에서 돗자리를 빌리자.,1,969,"['근처', '돗자리', '빌리다']",긍정
돗자리 렌트 업체가 많으니 굳이 집에서 챙길 필요는 없다.,2,969,"['돗자리', '렌트', '업체', '많다', '굳이', '집', '챙기다', '필요', '는', '없다']",부정
팁을 주자면 1. 텐트는 소규모 인원일 경우 효율적이지만 4명 이상이라면 굉장히 불편하다.,3,969,"['팁', '주자', '면', '텐트', '는', '소규모', '인원', '경우', '효율', '적', '명', '라면', '굉장하다', '불편하다']",부정
두 명을 재외하고는 밖이 잘 보이지도 않을 뿐더러 열기때문에 덥다. 2. 짐을 최소화 하자.,4,969,"['두', '명', '재외', '하고는', '밖', '자다', '보이지', '도', '않다', '뿐더러', '열', '기', '때문', '덥다', '짐', '최소', '화', '하자']",부정
굉장히 많은 사람이 몰리기 때문에 집으로 갈 때 짐 들고 움직이려면 암걸린다. 3. 낮이 좀 덥더라도 담요나 가디건을 챙기자.,5,969,"['굉장하다', '많다', '사람', '몰리다', '때문', '집', '갈다', '짐', '들다', '움직이다', '암', '걸', '린다', '낮', '덥다', '담요', '가디건', '챙기다']",부정
은근히 쌀쌀함. 4. 주변 편의점은 거의 만석 수준이다.,6,969,"['은근', '히', '쌀쌀하다', '주변', '편의점', '은', '만석', '수준', '이다']",긍정
줄서서 물건 사간다.,7,969,"['줄', '서서', '물건', '간다']",부정
가능하면 집앞에서 맥주나 물 등을 챙겨 오는 것이 좋다.,8,969,"['가능하다', '집앞', '맥주', '물', '챙기다', '오다', '좋다']",긍정
"물론, 쓰레기를 모아 버릴 봉투도. 5. 물빛공원에서 살짝 떨어진 변두리 자리가 좋다. 6.경사진 바닥을 최대한 피하자.",9,969,"['쓰레기', '모으다', '버리다', '봉투', '도', '물빛', '공원', '살짝', '떨어지다', '변두리', '자리', '좋다', '경사지다', '바닥', '최대한', '피하']",부정
내가 불편한 것은 둘째치고 경사 상부에 있는 사람들이 맥주를 쏱으면 전부 당신에게 온다.,10,969,"['내', '불편하다', '은', '둘째', '치고', '경사', '상부', '사람', '맥주', '쏱으', '면', '오다']",긍정
"어마어마한 인파,3년만에하는 불꽃놀이는 장관 입니다.",0,970,"['어마어마하다', '인파', '3년', '만에하는', '불꽃놀이', '는', '장관', '이다']",부정
정말 멋있었어요..,1,970,"['정말', '멋있다', '..']",긍정
버려진 쓰레기가 흠...,2,970,"['버려진', '쓰레기', '흠']",부정
대박입니다,0,971,"['대박', '이다']",긍정
새벽 세시에 오면 조용하고 좋습니다,1,971,"['새벽', '세시', '오다', '조용하다', '좋다']",긍정
새벽갬성을 느낄 수 있는~~한강,0,972,"['새벽', '개다', '성', '느끼다', '수', '~~', '한강']",긍정
근처에서 텐트 하나 빌리시면 아주 여유롭고 좋습니다.,0,973,"['근처', '텐트', '빌리다', '아주', '여유', '롭고', '좋다']",긍정
주의점은 여름에는 텐트안에 있어도 매우 더우니 4시이후 방문을 권장드립니다,1,973,"['주의', '점', '은', '여름', '에는', '텐트', '안', '매우', '덥다', '4시', '이후', '방문', '권장', '드리다']",긍정
타지생활에 큰 힘이 되어주는 공원입니다.,0,974,"['타지', '생활', '크다', '힘', '되어다', '공원', '이다']",긍정
물보고 싶을때 가서 맥주마시면서 강보면 기분이좋아요,1,974,"['물', '보고', '싶다', '가다', '맥주', '말다', '강보', '면', '기분', '좋다']",긍정
데이트 하기 좋고 텐트대여해서 놀 수 있어서 색다른 경험을 할 수 있다 밤에 조명들이켜지면 사진찍을 장소가 많다,0,975,"['데이트', '하다', '좋다', '텐트', '대', '여해', '서', '놀', '수', '색다르다', '경험', '하다', '수', '밤', '조명', '들이켜다', '사진', '찍', '장소', '많다']",긍정
중간중간 해먹도 있어서 누워서 쉬기 좋다,1,975,"['중간', '중간', '해먹', '도', '눕다', '쉬다', '좋다']",긍정
한강은 서울의 축복인듯 합니다.,0,976,"['한강', '은', '서울', '축복', '인', '듯', '하다']",부정
