리뷰,rep,index,Processing,평가
"여름에 풀밭에서 쉬기 좋고, 자전거 타기 좋은 곳입니다.",0,486,"['여름', '풀밭', '쉬다', '좋다', '자전거', '좋다', '곳', '이다']",긍정
도시한가운데 이렇게 크고 멋진강이 흐르는곳이  또 어디에 있을까?,0,487,"['도시', '한가운데', '이렇게', '크다', '멋', '진강', '흐르다', '곳']",부정
"많은 주차장
가까운 편의점과 화장실
어린아이들이 놀수있는 흙 놀이터가 정말 좋았으며

부족한 잔디밭이 조금 아숴",0,488,"['많다', '주차장', '\r\n', '가깝다', '편의점', '화장실', '\r\n', '어리다', '놀수', '흙', '놀이터', '정말', '좋다', '\r\n\r\n', '부족하다', '잔디밭', '숴']",긍정
웠음,1,488,['웠음'],부정
언제 와도 평온하고 애틋한 곳.,0,489,"['와도', '평온하다', '애틋하다', '곳']",긍정
오랫만에 한강 야간라이딩~,0,490,"['오랫', '만', '한강', '야간', '라이딩']",긍정
큰나무가 더많이  있었으면 좋겠네요,0,491,"['크다', '나무', '더', '많이', '좋다']",긍정
그늘이 많지 않아요,1,491,"['그늘', '많다', '않다']",부정
"운동하기에, 가족 화합하기 최고의 장소.",0,492,"['운동', '하다', '가족', '화합', '하다', '최고', '장소']",긍정
우리나라가 선진국이 될 수 있다 느끼게 해 주는 곳.,1,492,"['우리나라', '선진국', '되다', '수', '느끼다', '해', '주다', '곳']",부정
한가한 금요일 오후 날씨도 좋고 맥주한캔 좋아요,0,493,"['한가하다', '금요일', '오후', '날씨', '도', '좋다', '맥주', '한', '캔', '좋다']",긍정
흐린 날 시원한 강바람 맞으면서 걷기 좋아요,0,494,"['흐리다', '날', '시원하다', '강바람', '맞다', '걷기', '좋다']",긍정
"언제나 좋은곳
라면을 가장 맛있게 먹을수 있는 곳.",0,495,"['언제나', '좋다', '곳', '\r\n', '라면', '가장', '맛있다', '먹다', '곳']",긍정
운동 하러 자주갑니다.,0,496,"['운동', '하다', '자주', '가다']",긍정
넓고 시원하고 조김하기 넘 좋와요,1,496,"['넓다', '시원하다', '조', '김', '하다', '넘다', '좋다', '요']",긍정
라이딩하면서 항상 스쳐 지나가듯이 합니다.,0,497,"['라이딩', '하다', '항상', '스치다', '지나가다', '하다']",긍정
주말엔 인파가 너무 많아요.,1,497,"['주말', '엔', '인파', '너무', '많다']",부정
저녁 노을이 이쁘곳...,0,498,"['저녁', '노을', '이쁘다', '곳']",긍정
사람이 많긴하지만 방역으로 가게도 다 비닐하우스지만 여전히 좋은곳,0,499,"['사람', '많다', '방역', '가게', '도', '다', '비닐하우스', '여전하다', '좋다', '곳']",긍정
접근성이 좋고 편리합니다,0,500,"['접근성', '좋다', '편리하다']",긍정
날좋은날 돗자리펴고 한숨자면 개꿀!!👍…,1,500,"['날', '좋다', '날', '돗자리', '펴다', '한숨', '면', '개꿀', '!!', '👍']",긍정
"공기좋고 뷰좋고 아이들이 놀기좋고
단지 자전거들이 너무 빨리 달려요...ㅠㅠ",0,501,"['공기', '좋다', '뷰', '좋다', '놀다', '좋다', '\r\n', '자전거', '너무', '빨리', '달다', 'ㅠㅠ']",긍정
이 곳은 깔끔해서 좋지만 잠실대교 밑은 라이딩할 때 수영하는 팀과 겹치는 부분과 자전거 도로에 조깅하는 사람들과 겹쳐서 좀 어수선한 분위기가 있어 조심하십시오,0,502,"['곳', '은', '깔끔하다', '좋다', '잠실대교', '밑', '은', '라이딩', '하다', '수영', '하다', '팀', '겹', '치다', '부분', '자전거', '도로', '조깅', '하다', '사람', '겹', '치다', '어수선하다', '분위기', '조심하다']",긍정
집근처라산책이나운동하기좋아요,0,503,"['집', '근처', '라', '산책', '이나', '운동', '하다', '좋다']",긍정
최근 코로나사태 때문에 편의점이 일찍 문을 닫네요.,0,504,"['최근', '코로나', '사태', '때문', '편의점', '일찍', '문', '닫다']",긍정
한강 자전거 타고 돌기 좋습니다.,0,505,"['한강', '자전거', '타고', '돌기', '좋다']",긍정
This place is one of cool site in seoul for working or riding.,1,505,"['This', 'place', 'is', 'one', 'of', 'cool', 'site', 'in', 'seoul', 'for', 'working', 'or', 'riding']",긍정
강아지와 산책하기 좋고.,0,506,"['강아지', '산책', '하다', '좋다']",긍정
운동하기. 라면먹기 좋음.,1,506,"['운동', '하다', '라면', '먹기', '좋다']",긍정
깨끗한 편,2,506,"['깨끗하다', '편']",긍정
서울의 명물 저녁에 산책하면 기분이 좋아지는 곳이다,0,507,"['서울', '명물', '저녁', '산책', '하다', '기분', '좋아지다', '곳', '이다']",긍정
휴일에 잠깐 돗자리챙겨 나간곳이네요,0,508,"['휴일', '돗자리', '챙기다', '나가다', '곳', '이네', '요']",긍정
정말 좋은곳이네요,1,508,"['정말', '좋다', '곳', '이네', '요']",긍정
한적해서 좋아요,0,509,"['한적하다', '좋다']",긍정
잔디도 강이랑 가까워서 좋아요,1,509,"['잔디', '도', '강', '이랑', '가깝다', '좋다']",긍정
봄가을에 좋아요.,0,510,"['보다', '좋다']",긍정
라면도 맛있고 맥주도 맛있어요,1,510,"['라면', '도', '맛있다', '맥주', '도', '맛있다']",긍정
"그늘막텐트와 돗자리,
캠핑용 의자와 테이블
치맥과 사랑하는 사람들과 함께면
이곳이 지상낙원",0,511,"['그늘', '막', '텐트', '돗자리', '\r\n', '캠핑', '용', '의자', '테이블', '\r\n', '치맥', '사랑', '하다', '사람', '하다', '\r\n', '곳', '지상', '낙원']",긍정
아파트나빌딩은고만짓고이런넓고좋은공원이많이생기길바랍니다.,0,512,"['아파트', '빌딩', '은', '고만', '짓', '고', '이렇다', '넓다', '좋다', '공원', '많이', '생기', '길', '바라다']",부정
진입도 좋고 공영주차장도 비교적 싼가격 한강은 서울의 젖줄,0,513,"['진입', '도', '좋다', '공', '주차장', '도', '비교', '적', '싸다', '가격', '한강', '은', '서울', '젖줄']",긍정
역시 한강인가...,0,514,"['역시', '한강', '인가']",부정
사람이 많아 당황스러웠지만 모래밭도 조성되어 있어 아이가 신나게 뛰어 놀 수 있음.,0,515,"['사람', '많다', '당황', '스럽다', '모래밭', '도', '조성', '되어다', '신나다', '뛰다', '놀', '수']",긍정
"밤에 한강보기좋은곳
여름엔 시원하고 겨울엔 한적해 걷기좋다",0,516,"['밤', '한강', '보기', '좋다', '곳', '\r\n', '여름', '엔', '시원하다', '겨울', '엔', '한적하다', '걷기', '좋다']",긍정
한강은 라면이죠.,0,517,"['한강', '은', '라면', '죠']",긍정
날도 많이 춥지않고  산책하기 좋았네요,1,517,"['날', '도', '많이', '추다', '않다', '산책', '하다', '좋다']",긍정
애견이랑 같이 산책하고 편하게 쉬기 좋아요,0,518,"['애견', '이랑', '산책', '하고', '편하다', '쉬다', '좋다']",긍정
가족 친구끼리 나와서 휴식즐기기에 좋음,0,519,"['가족', '친구', '끼리', '나오다', '휴식', '즐기다', '좋다']",긍정
소형텐트나 돗자리필요,1,519,"['소형', '텐트', '돗자리', '필요']",긍정
"예쁘고 좋은데 사람많은 주말엔 약간비추
사진찍기 힘듦",0,520,"['예쁘다', '좋다', '사람', '많다', '주말', '엔', '비추다', '\r\n', '사진', '찍기', '힘들다']",부정
태풍 왔다고 사람이 없었네요.,0,521,"['태풍', '오다', '사람', '없다']",부정
화장실이 멀어서 별 하나 깎았어요.,1,521,"['화장실', '멀다', '별', '깎다']",부정
화장실 좀 하나만더 만들어주세요,2,521,"['화장실', '만', '더', '만들다']",긍정
오랜만에  애들 데리고 한강공원 갔더니 넘 시원하고  애들도 넘 좋아하네요~,0,522,"['오랜', '만', '애', '데리', '고', '한강', '공원', '가다', '넘다', '시원하다', '애', '도', '넘다', '좋아하다']",긍정
잠실한강공원 그늘막 텐트치고 휴식,0,523,"['잠실', '한강', '공원', '그늘', '막', '텐트', '치고', '휴식']",긍정
"해돋이 보러 갔는데, 작년과 마찬가지로 구름으로 인해 빠알간 해를 보진 못했네요.. ㅠㅠ",0,524,"['해돋이', '보다', '가다', '작년', '마찬가지', '구름', '인하다', '빠알간', '해', '보다', '못', '하다', '..', 'ㅠㅠ']",부정
"저녁 노을이 아름답고
한강을 따라 걸을수 있어
아주 좋습니다",0,525,"['저녁', '노을', '아름답다', '\r\n', '한강', '따르다', '걸다', '\r\n', '아주', '좋다']",긍정
"코로나때문에 마스크로 인하여 더웠지만, 쉬기 좋은 장소입니다",0,526,"['코로나', '때문', '마스크', '인하다', '덥다', '쉬다', '좋다', '장소', '이다']",긍정
"자전거 타기도 정말 좋고, 한강도 너무 이쁜 장소❤️",0,527,"['자전거', '타', '기도', '정말', '좋다', '한강', '도', '너무', '이쁘다', '장소', '❤️']",긍정
주차하기 편하고 좋아요,0,528,"['주차', '하다', '편하다', '좋다']",긍정
주변에 편의점있어서 편리해요,1,528,"['주변', '편의점', '편리하다']",긍정
야경이 진짜끝내주네요,0,529,"['야경', '진짜', '끝내주다']",긍정
좋아요~,0,530,['좋다'],긍정
새벽에 편의점에서 라면 끓여먹기 좋음~,1,530,"['새벽', '편의점', '라면', '끓이다', '먹기', '좋다']",긍정
탁트인 전망과 강가에서 불어오는 시원한 바람이 좋아요,0,531,"['탁트인', '전망', '강가', '불어오다', '시원하다', '바람', '좋다']",긍정
자전거 를 타고 힘들어서 쉬고싶을 때쯤 잠시 목도 축이고 배도 채울수 있는 한강.,0,532,"['자전거', '타고', '힘들다', '쉬다', '쯤', '목도', '축', '이고', '배다', '채우다', '한강']",긍정
여기 캠핑장 이용하지 마세요.,0,533,"['캠핑장', '이용', '하다', '말다']",긍정
햇빛 너무 심하고 비위생적이고 덥고 습해요.,1,533,"['햇빛', '너무', '심하다', '비위생적', '이고', '덥다', '습하다']",부정
차라리 좀 더 외곽으로 나가세요.,2,533,"['더', '외곽', '나가다']",부정
서울시민의 완소플레이스.,0,534,"['서', '울', '시민', '완소플', '레이스']",부정
깨끗하고 편의시설도 잘돼있음,1,534,"['깨끗하다', '편의', '시설', '도', '잘', '돼다']",긍정
"갈때마다신선하고맘이향내나는듯
좋습니다",0,535,"['갈다', '마다', '신선하다', '맘', '이향', '내다', '\r\n', '좋다']",긍정
가족들이 놀기에 좋음.,0,536,"['가족', '놀다', '좋다']",긍정
다만 쉬는 날엔 사람이 많아 잔디밭에 자리 잡기 어려울 정도.,1,536,"['쉬다', '날', '엔', '사람', '많다', '잔디밭', '자리', '잡기', '어리다', '정도']",긍정
여름 덥고 겨울춥고 봄가을이 좋음.~,0,537,"['여름', '덥다', '겨울', '추다', '보다', '좋다', '.~']",긍정
"잠원지구 보다 한가하고 좋음ᆢ
자전거 라이딩 하다 쉬기 좋은 장소ᆢ",0,538,"['잠', '원', '지구', '보다', '한가하다', '좋다', 'ᆢ', '\r\n', '자전거', '라이딩', '하다', '쉬다', '좋다', '장소', 'ᆢ']",긍정
시원했다,0,539,['시원하다'],긍정
다만 어린 조카가 물에빠질가봐,1,539,"['어리다', '조카', '물', '빠지다', '가보다']",부정
계속 좇아다님,2,539,"['계속', '좇', '다니다']",긍정
난간이 너무 띄엄띄엄,3,539,"['난간', '너무', '띄엄띄엄']",부정
날두 맑고 좋아서 가봤는데 역시 가길 잘했어요!,0,540,"['날', '두', '맑다', '좋다', '가보다', '역시', '가다', '잘', '하다']",긍정
중국집인것 같은데 궁금하네요,0,541,"['중국집', '인', '궁금하다']",부정
"코로나없는것 같은 바람부는 힐링지역, 여전히 사회적거리두기~ 덕분에 고맙습니다~",0,542,"['코로나', '없다', '바람', '불다', '힐링', '지역', '여전하다', '사회', '적', '거리', '두기', '덕분', '고맙다']",긍정
자전거 라이딩 도중 쉬어가거나 만남의 장소로 좋은 곳입니다!,0,543,"['자전거', '라이딩', '도중', '쉬다', '만남', '장소', '좋다', '곳', '이다']",긍정
닐씨는 선선했지만 자전거타기는 좋은날씨였답니다,0,544,"['닐씨', '는', '선선', '하다', '자전거타기', '는', '좋다', '날씨', '이다']",긍정
"시원한 한강변은 물이 있어 좋지만, 그늘이 적어 불편하고, 바닥이 아스팔트라 걷고나면 발바닥이 아파요",0,545,"['시원하다', '한', '강변', '은', '물이', '좋다', '그늘', '적다', '불편하다', '바닥', '아스팔트', '라', '걷다', '발바닥', '아프다']",긍정
물이 있다.,0,546,['물이'],부정
사람이 있다.,1,546,['사람'],부정
"그리고
하늘이 있다.",2,546,"['\r\n', '하늘']",긍정
"친환경차 50% 주차감면, 다둥이카드 자전거대여 할인.",0,547,"['친환', '경차', '50%', '주', '차감', '면', '다', '둥이', '카드', '자전거', '대여', '할인']",긍정
한강뷰을 보면서 먹는 라면은 언제나 좋습니다,0,548,"['한강', '뷰을', '보다', '먹다', '라면', '은', '언제나', '좋다']",긍정
술마시고 깽판치고 담배 아무데서나 피고 쓰레기 막버리는 사람들만 피하면 좋습니다.,0,549,"['술', '말다', '깽판', '치고', '담배', '아무', '데', '서나', '피고', '쓰레기', '막', '버리다', '사람', '만', '피하', '면', '좋다']",부정
"늘 기분좋은 쾌적한곳
근데 편의점들이 문닫았네요",0,550,"['늘', '기분', '좋다', '쾌적하다', '곳', '\r\n', '근데', '편의점', '문', '닫다']",긍정
"야경도 예쁘고, 특히 요맘때는 바람도 시원합니다",0,551,"['야경', '도', '예쁘다', '특히', '요', '맘때', '는', '바람', '도', '시원하다']",긍정
:),1,551,[':)'],긍정
분당쪽에서 채 20키로가 안되는 거리에 있고 생각보다 사람이 많지 않아 좋았습니다,0,552,"['분당', '쪽', '채', '20', '키로', '안되다', '거리', '생각', '보다', '사람', '많다', '않다', '좋다']",긍정
한강 범람으로 도로청소는 마무리 되었으나 물 빠지면서 썩는 냄새는 아직 진동함.,0,553,"['한강', '범람', '도로', '청소', '는', '마무리', '되어다', '물', '빠지다', '썩다', '냄새', '는', '아직', '진동', '함']",부정
잠실선착장 편의점에서 라면 먹기는 라이딩의 또다른 즐거움,0,554,"['잠실', '선착장', '편의점', '라면', '먹기', '는', '라이딩', '또다른', '즐거움']",긍정
20년07월 기준 날파리 조금 있어요,0,555,"['20년', '07월', '기준', '날', '파리']",긍정
배달음식은 대체로 맛있습니다,1,555,"['배달', '음식', '은', '대체로', '맛있다']",긍정
굿,0,556,['굿'],긍정
요즘 공사중이라 먼지 많아요,0,557,"['요즘', '공사', '중', '이라', '먼지', '많다']",긍정
가족단위가 많은 한강,0,558,"['가족', '단위', '많다', '한강']",부정
비올때 차에서 커피먹으면서 음악들으면 분위기 너무 좋아요~~!!^^,0,559,"['비올', '차', '커피', '먹다', '음악', '들다', '분위기', '너무', '좋다', '~~!!^^']",긍정
요즘 더 좋아요,0,560,"['요즘', '더', '좋다']",긍정
가을 하늘이 너무 높고 파랗네요,1,560,"['가을', '하늘', '너무', '높다', '파랗다']",부정
장기주차 1만원입니다,0,561,"['장기', '주차', '1만원', '입니다']",긍정
좋습니다,1,561,['좋다'],긍정
저녁에 선선해요,0,562,"['저녁', '선선', '하다']",긍정
매우만족 별다섯개,0,563,"['매우', '만족', '별', '개']",긍정
"라면맛집 ㅎ
탁트인곳에서 돗자리펴놓고 캔맥에 누워서 하늘바라기 굳",0,564,"['라면', '맛집', 'ㅎ', '\r\n', '탁트인', '곳', '돗자리', '펴다', '캔맥', '눕다', '하늘', '바라다', '굳다']",긍정
화창하고 시원하고 봄기운을 느낄 수 있었습니다.,0,565,"['화창하다', '시원하다', '봄', '기운', '느끼다', '수']",부정
"잘 가꾸어진 최상의 공원
자전거 길도 최고.",0,566,"['자다', '가꾸어지다', '최상', '공원', '\r\n', '자전거', '길다', '최고']",긍정
단지 식당등이 부족.,1,566,"['식당', '부족']",부정
"도로연수 가서 좌,우회전 연습하고
화장실도 이용 했습니다",0,567,"['도로', '연수', '가다', '좌', '우회', '전', '연습', '하고', '\r\n', '화장실', '도', '이용', '하다']",긍정
요새 미세먼지도 없어서 걷기에 너무 좋아요.,0,568,"['요새', '미세먼지', '도', '없다', '걷기', '너무', '좋다']",긍정
"걷기, 달리기, 자전거
가족 친구 누구나 휴식공간",0,569,"['걷기', '달리기', '자전거', '\r\n', '가족', '친구', '휴식', '공간']",긍정
"배구를 즐길수있는 모래사장, 맛난음식이 많은 편의점",0,570,"['배구', '즐기다', '모래사장', '맛', '난', '음식', '많다', '편의점']",긍정
탄천따라 자전거 페달을 힘껏 밟아 도착한 곳.,0,571,"['탄천', '따르다', '자전거', '페달', '힘껏', '밟다', '도착', '한', '곳']",부정
시원한 느낌이 드는 곳 입니다.,1,571,"['시원하다', '느낌', '들다', '곳', '이다']",긍정
물냄새 맡을 수 있고 사람 구경하기 좋고 좋은 사람과 함께 걸을 수 있는 한강공원,0,572,"['물', '냄새', '맡다', '수', '사람', '구경', '하다', '좋다', '좋다', '사람과', '걸', '수', '한강', '공원']",긍정
좋긴한데 주차장이 너무 협소합니다,0,573,"['좋다', '기다', '주차장', '너무', '협소합니', '다']",부정
자리 찾으러 돌다가 그냥 나옴,1,573,"['자리', '찾다', '돌다', '그냥', '나오다']",부정
요즘 사람 많을 것 같았는데 별로 없음,0,574,"['요즘', '사람', '많다', '별로', '없다']",긍정
당연한거지만 모기밥됬음ㅜㅜ,1,574,"['당연하다', '기', '밥', '되다', 'ㅜㅜ']",부정
화장실좀 깨끗했음 좋겟당,2,574,"['화장실', '깨끗하다', '좋다']",긍정
개나리와 봄을 알리는 꽃과 멋진 강.,0,575,"['개나리', '봄', '알리다', '꽃', '멋지다', '강']",긍정
좋아요,1,575,['좋다'],긍정
평일 낮에 방문한다면 좋을것!,0,576,"['평일', '낮', '방문', '하다', '좋다']",긍정
사람도없고 한적하다,1,576,"['사람', '도', '없다', '한적하다']",부정
산책하기 좋은곳.,0,577,"['산책', '하다', '좋다', '곳']",긍정
자전거는 항상 조심할것,1,577,"['자전거', '는', '항상', '조심하다']",긍정
앉아서 놀기좋아요,0,578,"['앉다', '놀다', '좋다']",긍정
화장실이 깨끗해요,1,578,"['화장실', '깨끗하다']",긍정
넓고 탁 트임.,0,579,"['넓다', '탁', '트이다']",부정
간간히 물고기들과 갈매기?를 관찰할 수 있음.,1,579,"['간간히', '물고기', '갈매기', '관찰', '하다', '수']",긍정
좋음,2,579,['좋다'],긍정
이제 다시 그늘막 텐트 이용가능 해요!,0,580,"['이제', '다시', '그늘', '막', '텐트', '이용', '가능', '해', '요']",긍정
그냥 뭐 해운대사는사람이 해운대보는느낌,0,581,"['그냥', '뭐', '해운대', '살다', '사람', '해운대', '보다', '느낌']",부정
피크닉 장소로 추천.,0,582,"['피크닉', '장소', '추천']",긍정
11시 전에 가야지 좋은 자리 선점가능,1,582,"['11시', '전', '가야', '지', '좋다', '자리', '선점', '가능']",긍정
언제나 활기 넘치는...^^,0,583,"['언제나', '활기', '넘치다', '...^^']",긍정
좋은위치에 쉴수 있는 공간이에요~,0,584,"['좋다', '위치', '쉬다', '공간', '이에요']",부정
관리가 잘되고있는 한강공원 쾌적하고 상쾌했어요~,0,585,"['관리', '잘', '되다', '한강', '공원', '쾌적하다', '상쾌하다']",긍정
가끔 자전거 런닝하는곳이라 좋습니다,0,586,"['가끔', '자전거', '런닝', '하다', '곳', '이라', '좋다']",긍정
나무아래 돗자리깔고 누워있으면 천국이 따로없음,0,587,"['나무', '아래', '돗자리', '깔다', '눕다', '천국', '따로', '없다']",긍정
기분좋고 여유로운 장소,0,588,"['기분', '좋다', '여유', '로운', '장소']",긍정
현재는 강변 공사중이라 비추천,0,589,"['현재', '는', '강변', '공사', '중', '이라', '비', '추천']",긍정
강변을 산책하기 좋은 서울의 아름다운 한강과 잠실,0,590,"['강변', '산책', '하다', '좋다', '서울', '아름답다', '한강', '잠실']",긍정
넓고 산책하기 좋음,0,591,"['넓다', '산책', '하다', '좋다']",긍정
봄가을 날씨 좋으면 주차하기 힘듬,1,591,"['봄', '가을', '날씨', '좋다', '주차', '하다', '힘드다']",긍정
모두에게 누구나 가지고 있을 추억이 깃든 장소지요.,0,592,"['가지', '고', '추억', '깃', '든', '장소', '지', '요']",긍정
정원도 있고 쓰레기통도 많고 편의점도 중간중간 있어요!,0,593,"['정원', '도', '쓰레기통', '도', '많다', '편의점', '도', '중간', '중간']",긍정
물가에 내려가서 발을 담글수있는 장소가 없다.,0,594,"['물가', '내려가다', '발', '담그다', '장소', '없다']",긍정
새벽 2시 까지 주차비 받는거 빼곤 좋네요,0,595,"['새벽', '2시', '주', '차비', '받다', '빼다', '좋다']",긍정
늘 좋아요,0,596,"['늘', '좋다']",긍정
자전거 타고 다니기 좋죠,1,596,"['자전거', '타고', '다니다', '좋다']",긍정
비온뒤 의 상큼함 이 너무 .좋았어요,0,597,"['비온뒤', '상큼', '함', '너무', '좋다']",긍정
잠시 여유를 즐길 수 있는 좋은 곳입니다,0,598,"['여유', '즐기다', '수', '좋다', '곳', '이다']",긍정
언제나 휴식을주는곳 항상 감사한곳,0,599,"['언제나', '휴식', '주다', '곳', '항상', '감사하다', '곳']",긍정
시원한 한강에서 펼쳐지는 아름다운 풍경 속에 많은 힐링을 얻고 있습니다.,0,600,"['시원하다', '한강', '펼쳐지다', '아름답다', '풍경', '속', '많다', '힐링', '얻다']",긍정
한강 뷰 !,0,601,"['한강', '뷰']",긍정
"인공 모래 사장, 편의점, 편안한 오두막 등등 좋아요",1,601,"['인공', '모래', '사장', '편의점', '편안하다', '오두막', '좋다']",긍정
여유롭고 좋네요.,0,602,"['여유', '롭고', '좋다']",긍정
가족끼리 오는거 추천,1,602,"['가족', '끼리', '오다', '추천']",긍정
시원한  강바람과 탁트인 강변풍경을 구경하며 피크니장소로  최적,0,603,"['시원하다', '강바람', '탁트인', '강변', '풍경', '구경', '하다', '피크', '니', '장소', '최적']",긍정
한강 공원 은  항상 좋다.,0,604,"['한강', '공원', '은', '항상', '좋다']",긍정
"날씨가  쭈워서  썰하지만
차안에서   있음ᆢ",1,604,"['날씨', '쭈워', '서', '써다', '\r\n', '차안', 'ᆢ']",긍정
갔다가 왜가리 넘어진거 봄,0,605,"['가다', '왜가리', '넘어지다', '봄']",부정
좋네요.,0,606,['좋다'],긍정
이런 공원이 집옆에 있으니 강변 아파트가 비싸군요,1,606,"['이렇다', '공원', '집옆', '강변', '아파트', '비싸다']",부정
좋습니다.,0,607,['좋다'],긍정
날씨만 좋다면 맘껏 걷고싶은곳,1,607,"['날씨', '만', '좋다', '맘껏', '걷다', '곳']",긍정
나의 최애플레이스,0,608,"['최', '애플', '레이스']",긍정
차가 막히지만 돋자리깔고 치킨먹으면 맛있어요,0,609,"['차갑다', '막히다', '돋다', '깔다', '치킨', '먹다', '맛있다']",긍정
말해뭐합니까 날좋을때가서 드러누우면 개꿀,0,610,"['말', '하다', '뭐합', '니까', '날', '좋다', '가다', '드럽다', '누', '우', '면', '개꿀']",긍정
좋아요,0,611,['좋다'],긍정
아무 생각 없이 멍때리기 최고의 장소,1,611,"['아무', '생각', '없이', '멍', '때리다', '최고', '장소']",긍정
언제나 최고의 안식처 그러나 장소별 규제문구가 너무 많음,0,612,"['언제나', '최고', '안식처', '장소', '별', '규제', '문', '구가', '너무', '많다']",긍정
이래저래 좋은 장소ㅋ,0,613,"['이래저래', '좋다', '장소', 'ㅋ']",긍정
넓은 우리집 앞마당,0,614,"['넓다', '집', '앞마당']",긍정
잠실 수중보 롯데월드 타워와 한강이 어우러져 심심하지 않은 풍경의 쉼터,0,615,"['잠실', '수중', '보', '롯데', '월드', '타워', '한강', '어우러지다', '심심하다', '않다', '풍경', '쉬다', '터']",긍정
한강변 최고의공간,0,616,"['한', '강변', '최고', '공간']",긍정
큰 도시에 이만한 공원있다는건 좋은 일이죠,0,617,"['크다', '도시', '이만', '한', '공원', '좋다', '일이', '죠']",긍정
밤에 갔는데 비오고 바람부니깐 비바람 피할곳이 차밖에 없네요,0,618,"['밤', '가다', '비다', '바람', '부', '니깐', '비바람', '피', '하다', '곳', '차', '밖에', '없다']",긍정
내가 엄청 좋아하고 의지하는 혁재오빠야랑 ㅎㅎ 나달래준다고 힐링시켜주심 ㅠㅠ,0,619,"['내', '엄청', '좋아하다', '의지', '하다', '혁재', '오빠', '랑', 'ㅎㅎ', '달래다', '힐링', '주심', 'ㅠㅠ']",긍정
넘나 감사해여,1,619,"['넘다', '감사하다']",긍정
완전 재미있어요!,0,620,"['완전', '재미있다']",긍정
다만 벌레가 많아요~,1,620,"['벌레', '많다']",부정
날씨가 좋아서 걷기 너무 좋네요.,0,621,"['날씨', '좋다', '걷기', '너무', '좋다']",긍정
화창한 날씨에 한강변 산책은 최고죠👍…,0,622,"['화창하다', '날씨', '한', '강변', '산책', '은', '최고', '죠', '👍']",긍정
응..,0,623,['..'],부정
있다면 자전거가 너무 낡아서 힘들었어요 😭,1,623,"['자전거', '너무', '낡다', '힘들다', '😭']",부정
다른것은 다좋아요👍👍👍…,2,623,"['은', '다', '좋다', '👍👍👍']",긍정
가족끼리또는연인끼리 바람쐬기조은곳같아요,0,624,"['가족', '끼리', '또는', '연인', '끼리', '바람', '쐬다', '좋다', '곳']",긍정
그런데 아직은 좀추워요,1,624,"['아직', '은', '춥다']",부정
오세이던 시장님 그늘막 설치하게 해주세요..,0,625,"['오다', '시장님', '그늘', '막', '설치', '하다', '해주다', '..']",부정
야경은 역시최고 그치만 편의점이 공사중이라 가건물인게 아쉬움,0,626,"['야경', '은', '역시', '최고', '그치다', '편의점', '공사', '중', '이라', '가건물', '인게', '아쉬움']",긍정
잠실쪽은 역시 가족 분위기.,0,627,"['잠실', '쪽', '은', '역시', '가족', '분위기']",긍정
잠원지구와 완전 다른 느낌이다.,1,627,"['잠', '원', '지구', '완전', '느낌', '이다']",긍정
6월말 잠실한강공원~ 선선하니 좋네요~~,0,628,"['6월', '말', '잠실', '한강', '공원', '선선', '하다', '좋다', '~~']",긍정
잘 놀았어요 ㅎㅎㅎ,1,628,"['자다', '놀다', 'ㅎㅎㅎ']",긍정
여름에 최고입니다.,0,629,"['여름', '최고', '이다']",긍정
수영장도 개장합니다.~,1,629,"['수영장', '도', '개장', '하다', '.~']",긍정
"산책 라이딩 간단한 먹거리까지
한강을 따라 휴식하기 좋은 장소",0,630,"['산책', '라이딩', '간단하다', '먹거리', '\r\n', '한강', '따르다', '휴식', '하다', '좋다', '장소']",긍정
가도 가도 질리지 않음,0,631,"['가도', '가도', '질리', '지', '않다']",긍정
날씨 좋고 배구하는사람 서핑하는 사람 많았네요,0,632,"['날씨', '좋다', '배구', '하다', '사람', '서핑', '하다', '사람', '많다']",긍정
오랫만에 아내하고 라이딩 좋았지요.,0,633,"['오랫', '만', '아내', '하고', '라이딩', '좋다']",긍정
잠수대교건너 잠실대교한바퀴49km엄지척,1,633,"['잠수', '대교', '건너', '잠실대교', '한', '바퀴', '49', 'km', '엄지', '척']",긍정
"넓고 다양한 시설(백사장, 자전거 대여)이 장점",0,634,"['넓다', '다양하다', '시설', '백', '사장', '자전거', '대여', '장점']",긍정
말하면 입아픔.,0,635,"['말', '하다', '입', '아픔']",부정
화장실만 관리 잘되면 여름엔 따봉~♬,1,635,"['화장실', '만', '관리', '잘', '되다', '여름', '엔', '따다', '봉', '♬']",긍정
일주일전에 가서 라면끓여먹고 치킨먹었어요,0,636,"['주', '일전', '가다', '라면', '끓이다', '먹다', '치킨', '먹다']",긍정
날이 추워서..,1,636,"['날', '춥다', '..']",부정
"이제 자전거 이용자가 너무너무 많아서
조심해야겠어요...",0,637,"['이제', '자전거', '이용자', '너무', '너무', '많다', '\r\n', '조심하다']",긍정
롯데타워가 잘 보이는 곳 입니다.,0,638,"['롯데', '타워', '자다', '보이다', '곳', '이다']",긍정
강준치가 많습니다.,1,638,"['강준', '치가', '많다']",부정
라이딩하는 사람들이 쉬어가기에 좋은 장소입니다.,0,639,"['라이딩', '하다', '사람', '쉬다', '좋다', '장소', '이다']",긍정
경치도좋고  시원해요,0,640,"['경치', '도', '좋다', '시원하다']",긍정
