,0
760,"포켓몬 고 게임하기 좋은 곳
카페도 있고 포켓스톱도 많아 많이 걸을 수 있어요"
761,아기자기하게 잘되 있습니다. 새빛둥둥섬 보면 오세후니 생각나서 조금 짜증이 나긴하지만 ...
762,"서초구의 명소.
지금은 분수 고장으로 잠시 운영 안한다고 하네요."
763,이곳은 누구나 좋아하는 곳이죠... 많은 사람들과 볼거리 먹을거리 활기찬 곳입니다.
764,"코로나때문에 요새는 야시장을 안하지만 매주 금토에 열리는 야시장을 맛보고 즐길 수 있어서 좋아요~~
다만 사람이나 자전거의 왕래가 잦은 곳으로 길 건너갈때나 자전거타고 지나갈때 항상 좌우를 주시하고 지나가세요~"
765,"와씨 여기서미세먼지가생기나싶게 연기장난아님ㅋㅋ
여름밤분위기 막막나고 음식은잘골라야 맛있습니다
모든게 다 맛있는건 아니에요ㅋㅋㅋ"
766,낭만있고 멋진 이벤트지만 사람이 너무 많고 보기만 좋지 맛없는 음식천지
767,"데이트하기에 좋은 장소, 운동시설도 있어 자전거 타고 운동도 할 수 있어 좋습니다."
768,강변을 끼고 자전거타기도좋고 여름에는 더위를 시키기도좋아요
769,야경사진  예쁘죠?
770,모기스프레이 챙겨가세요~
771,밤도깨비 야시장 재밌어요. 야경도 좋고. 주말 저녁에 강추
772,"여름에 산책겸 편의점 데이트도 좋아요
라면에 소세지ㅋㄱㄷ"
773,맥주 마시기 매우 좋은 장소
774,낮보다 밤휴식 공간임.분수가 내위에 떨어지는 효과로 여름밤 더위를 식힐 수있는곳
775,분수쇼 못봐서 아쉽고 뚜벅이 기준 가는게 너무 힘들었다. 야경도 생각 이상이 아니어서 쪼끔 아쉬웠다
776,"너무 볼게 많고 축제 같아요
야시장, 새빛섬, 오늘은 서커스 까지
최고입니다!!"
777,탁 트여서 잠시 쉬러 가기 좋아요. 세빛둥둥이 오히려 거슬리네요.
778,데이트하기   산책하기  좋다. 저녁에 푸드 트럭음식도 별미이다.
779,"넓고 다양한 볼거리 즐길거리가 있다~
해질녁에 걷기 시원하고 좋다~"
780,멋진곳..
781,한강의 대표적인 수변 공원. 봄부터 가을까지 토요일 오후에 도깨비시장이 열림
782,쾌적하고 산책하기 좋다.
783,2~3일 주차하고 지방내려갔어요.
784,데이트하기 좋은곳피크닉 구역데이트하기 좋음
785,"갈때마다 늘 좋아요
석양 보고 서초나루서 치맥 추천"
786,다양하고 멋진 시설물과 조형물이  있습니다. 주차장 환경도 좋습니다.
787,한강은 잠원 반포 지구가 최고다. 텐트 치기 좋은 장소이기도 하고. 한강하면 떠오르는 장소.
788,선유도에서걸어오는길
789,대중교통으로 가기 너무 힘들어요.. 화장실도 거리가 멀고 사용할 수 있는 칸도 적어 너무 불편했어요..
790,"강바람 시원하고 산책하기 좋은곳.
텐트하나 가지고 가족끼리 가면 최고죠."
791,청소부가안보여요
792,가볍게 산책하거나 운동하기 좋아요 다만 사람이 많아서 때론 번잡해요
793,한적하고 운치있고 좋았지요
794,"한강의 달빛 그리고 물소리에 잠시 쉬어 갈 수 있는 곳...
여름에나 가을에는 연인들의 데이트 장소로 좋습니다."
795,"우리동네 너무좋다.
저녁시간 한강뷰 나들이 !"
796,야경이 멋있어요! 한강에서 치맥! 한강에서 라면! 즐거운 추억 만들 수 있어요~
797,늘 편하게 들러서 시간 보내기 좋은 곳. 특히 날씨가 좋은 날에는...
798,최고다. 세계 어떤 수도에 있는 공원들보다 멋지다
799,"야시장 시작-! 10월까지 입니다
주차 지옥 입니다"
800,정말좋와요
801,"한강을 볼수 있는 키즈카페
차도 마실수 있어서 좋네요"
802,"한강 야경은 끝판왕 장소, 반포 야시장 때문에 시끄러울순 있지만, 잠수교 야경 분수쇼를 볼때면 한강 야경의 경의로움이 느껴집니다."
803,여긴 나중에 꼭 여자랑 올거다.
804,사람들 태도를 보아하니 거의 그늘을 돈주고 산 수준이네요~ 다신안옵니다 퉷~!
805,훌륭한 주변 환경을 가볍게 즐길 수 있는 곳... 푸드코트는 다소 열악하지만 화장실 관리는 너무 열악한게 흠
806,다좋은데 오토바이들이 너무 시끄럽네요
807,볼거나 멋을게 참 많은 이곳 별 5개로 평점 올릴게요 연인들과 오면 좋습니다
808,서울 방문하셨다면 한번은 방문해야 하는 곳화장실주변에 화장실 있어요
809,서울밤도깨비 야시장
810,운동하기 딱 좋은곳...
811,야경 멋지네요
812,갈때마다 마음의 위안을 받습니다 강과 바람과 하늘이 좋습니다
813,한강  볼거리 먹을거리 좋았음
814,외부 난방  굿 걷기굿
815,"쾌적함
잔디밭에서 야경 즐기기 좋음
라면 맛있음"
816,잔디가 잘 관리 되어 있고 산책하기 좋은 장소
817,빛축제 예뻐요~
818,아름다운 한강은 언제나 굿입니다. 텐트 대여도 이용해 보세요.
819,가끔 가는 곳 입니다. 경치가 좋고 가볍게 운동하기도 좋아요.
820,여름밤엔 반포대교지~
821,잠수교 통해서 오는 길이 재밌다. 새빛 어쩌구 섬도 밤되면 이쁘다
822,깨끗하고 좋아요
823,주차공간도좋고 산책하기좋아요
824,선선한 늦여름밤은 한강이죠~!
825,"여름 밤엔 주차하기 정말 힘들어요.

요즘엔 여러 볼거리가 많아 좋네요."
826,경치 좋고 시설좋다. 치킨 시켜먹으면 딱이다!
827,주차장이 넓음. 늦은시간에는 오토바이나 광속을 내는 폭주족들이 있는 것이 단점.
828,밤도깨비와 새빛섬과 이벤트중인 호가든지역까지 너무 만족하고 갑니다!^^
829,"한 번은 가볼만 하다 하지만 엄청난걸 기대하면 안될듯
너무 기다리는 시스템이라 여러명이 나눠서 줄을 서지 않으면 다 식은 음식을 먹게된다"
830,산책하기 가장 좋은 곳
831,야간에 분수쇼. 도깨비야시장 등등은 좋다 그러나 지하철 역에서 좀 많이 걸어야해서 별3개
832,2019년 마지막 한강나들이
833,생동감을 느낄수 있는..
834,"반포한강공원 분수쇼 19:30~21:00까지
3회 15분씩 공연, 건너편 세빛섬야경도
무척 아름답습니다"
835,밤에 가면 더 좋을 것 같아요 선셋보는 장소가 있네요~ 저는 낮에가서 특별히 볼 건 없었슴다
836,"일할 땐, 스쳐지나 가지만, 운동할 때는 멋진 은근히 좋은 곳. *-*"
837,"바람 쐬기 좋고, 최근에는 토/일 밤에 밤도깨비 야시장이 열려요."
838,반포 한강공원은 세빛섬도 있고 나들이 하기에 뷰가 정말 좋은곳입니다!! 분위기 깡패에요!!
839,금/토는 낭만찾으러온 식객들때문에 차분함은 없음 주말은 피하시길
840,홍콩보다 더좋은겄 같아요
841,야시장 갔는데 여의도 한강공원보단 스케일이 좀 작은거같아요  그래도 좋았습니다
842,"주말에 바람쐬기 좋네요ㅎㅎ
편의점 라면 먹으면 존맛탱"
843,재밌게 잘 놀다왔습니다 ㅎ
844,시원한 공기가 매우좋습니다라이딩 하기도 매우좋아 마음이 한결좋아요
845,한강보러 가는 곳인데 접근이 어려워요. 힘들게 가지만 막상 도착하면 기분 좋은 곳.
846,오는날이 장날인가 바이크들이 없다
847,야경이 예쁜 곳
848,반포가 깔끔하고 잔디도 낙낙헤 있어서 놀기 제일 좋은거 같아요
849,분위기있고최고입니다
850,더운 저녁 잠시 더위도 식혀 주는듯 합니다.
851,걸어서 고속터미널 방문.  1시간30분 걸림 .운동효과 최고~
852,최고의 산책장소
853,잠수교  일렬분수가  야경으론  멋졌는데...그중  두개정도가  고장.....자꾸  고장난  두줄기로만  눈이 감....ㅜ ㅜ....
854,"밤에 분수보면 진짜 좋다
추억이깃든곳"
855,걷기 좋은곳이에요. 5월엔 유체꽃 축제도 있어요.
856,날씨 좋을 때 가면 기분까지 좋아지는 장소임. 사진찍기에 좋은 곳.
857,날씨가 좋아 기분전환으로 굿굿
858,항상 붐벼요 그것 빼고는 다 만족 주차가 너무 힘들다
859,많은 감정들이 떠다니는 장소
860,답답한 도심 속에서 우리에게 기분 좋은 밤을 선사합니다
861,밤도깨비다녀왔어요 사람이무지많네요 한번쯤은 가볼만한데 사람 무지많네요 다시강조하지만 ㅋㅋㅋ
862,"밤하늘이 오늘은 유난히 아름다운
서울의 야경이 함께어울리는밤이예요."
863,산책하기좋음
864,"서달산 넘어 운동삼아 가는 곳. 잠수교 건너 이태원, 남산, 명동으로 연결하기 편한 곳"
865,반포대교의 무지개분수와 세빛섬이 멋지게 어우러진 공원이다.
866,화장실이 넘 적어요 ~~ㅠㅠ
867,"첨 왔어요
나들이 하기 좋아요
그늘막치고 놀기 좋음~!"
868,"탁 트이고 반짝이는 야경불빛, 낮에 가도 좋아요!"
869,그냥 완전평범. 특별한거 1도 없음
870,아직도 운영자가  확정되지 않았는지  여전히 임시 휴계소만 운영중이며  인터넷이 안된다며  현금만 구매가능   많이  불편합니다
871,"예쁘고 문화적 이고,한강 경치가 보이고 최근에 공연을 볼 수있다."
872,"과거 있던 대형 편의점이 사라짐
1주차장 2주차장 구분이 어렵고 진입하기는 더 어려움"
873,저녁이러 조명이 맘에 들었어요. 카페에가 빙수를 먹으려는데 매뉴 자체가 없어 아쉬웠답니다.
874,서울에서 최고의 장소! 교통좋고 볼거리 있고 탁 트인 공간~
875,텐트 사용구역에서 편히 쉬다 옴특징놀이터: 아니요공중화장실: 예… 자세히
876,야외임에도 음악을 들을며 즐길 수 있음. 반포대교? 분수쇼가 볼만 함.
877,언제나 까미와 산책 요즘 날씨가 너무 좋다!!!
878,"두번다시 가기싫다
샛빛섬 플로팅 아일랜드 결혼식 참여 후 주차장에서 나오는데 2시간 이상 걸려 가고 싶지 않음"
879,조용히 한강뷰를 즐길수있는 장소. 편의점에서  간단한 음료를 마시면서 쉴수있는 곳
880,넓찍해서 시간보내기에 좋아요
881,분수쇼 아주 좋아요!
882,"한강을 보며 식사하고 차한잔하기 좋은곳, 운동도 하고 최고예요"
883,자전거타러 자주 오는데 휴식공간이 잘 되어 있어요
884,"조용하고,깨끗한곳이며,음식도 정갈한편입니다"
885,토요일 일요일 저녁시간 이용시에는 대중교통을 이용하십시요.
886,공원이 쾌적해서 잘쉬다가요
887,여름인데도 날씨도 선선했고 앉아서 쉬기 좋았습니다
888,"둥둥섬, 노을, 음악 분수"
889,지금. 오늘날씨.  벚꽃 만개하고 너무좋아요
890,야경 보면서 자전거 타고 맥주 마시며 하루 마감하기 정말 좋아요
891,세빛섬  리무진 보트  굿
892,"서울의 한강하면 돌아다느는곳
자전거 타거나 돌아다니면서 사진 찍기 좋은곳"
893,저녁에 푸드트럭이 많아 신기한 느낌이지만 딱히 맛있는 음식은 없음
894,반포대교 낭만 달빛 분수와 다양한 푸드트럭 골라먹는 재미가 있어요
895,밤에 다리에서 나오는 분수를 보고 있으면 로맨틱한 분위기 뿜뿜
896,체육행사 하기 좋아요
897,편의점도 없어지고 완전 구려진듯
898,통통배타고 좋음. 외국인친구있으면 같이타도 좋을듯 6명까지 탈수있는듯
899,"시설 자체는 일반 편의점과 다를 것 없으나, 라면용 기구가 있습니다"
900,"밤도깨비 야시장이 멋지고 낭만스럽습니다.
아름다운 밤이에요."
901,"넓지만 쓰레기가 너무 많아 강아지랑 산책할때는 조심해야해요
그늘이 좀 많았으면..."
902,"잔디, 푸드트럭, 버스킹, 아기자기한 소품가게들...아이들 뛰어놀기도 좋아요"
903,밤마실하기 좋은곳
904,야경보기좋아요
905,젊은 연인들이 데이트겸 나들이하기에 좋은 이벤트에요~
906,젊음이 넘치는 곳
907,연인들끼리 친구들끼리 가족끼리 방문해서 한강을 즐기기 좋은 곳이에요~
908,장소는 좋으나 날이좋아그런지 바이크 배기음에 한적한 휴식은 불가
909,"밤에가족과함께가면
밤 야경이정말좋아요"
910,요즈음은 새벽에도 편의점 하나빼고 다 닫았다. 그리운 새벽녘의 추억.
911,늘 즐겁고 활기찬 공원입니다..한국통닭에서 치맥은 일품입니다
912,오~ 한강~  한강에서 먹는 라면은 왜 맛있을까?
913,밤도깨비야시장 보러 갔었는데 사람많고 줄도길고 음식도비싸고...하...
914,한강뷰 좋고 산책하고 먹고 요트도 탈수있어 좋아요..
915,비 갠 뒤 깨끗한 하늘
916,사람 붐비지않고 아이와 아내랑 산책하기 좋습니다.
917,"야경이 예쁜 곳
밤에 자전거 타고 달리기 좋음"
918,세빛둥둥섬에 다양한 시설이 있어 날씨 좋은 날 가볼만 함
919,건물이 깨끗하고 좋네요
920,아이가 너무 좋아해요!!
921,여긴 뭐 두말할거 없이 피크닉하기 좋은 곳이죠.
922,좋아요. 봄 봄 봄
923,반포 한강공원 지금 비가 많이 내리고 있다
924,워낙 많이들 가시는 명소 !!
925,반포한강공원엔 도깨비 시장 들어와서 장난아닙니다
926,야경보며 맥주 한 잔하기 좋은 곳이에요.
927,조용하고 분위기 좋고 한강뷰가 아름답고 좋습니다
928,"사람이 너무 많아 시끄럽고 끈적입니다.
음식도 너무 비싸고 맛있는지도 모르겠습니다."
929,너무 아름답고 낭만 적입니다
930,환상적인 분수쇼~
931,자전거 타고 자전거길 달리기
932,"강바람, 화려한 조명이 있는 산책하기에 좋은 장소입니다."
933,너무 행복했어요. 그렇지만 지금은 무지개 분수가 나오지 않습니다
934,강 옆에 풀과 나무가 많아 조용히 생각하기에 좋은 곳
935,야경및 산책 운동 데이트코스로 굿입니다
936,다양한 볼거리와 먹거리 좋아요 주말밤 보낼만 해요
937,사진찍기 좋아요
938,둥둥섬있고 밤에가서   한강건너편구경하면이뻐요
939,"말해뭐해요 너무좋은대
사람많고
폭주족많아요"
940,비가 그친 오후  바람이 살랑불고   햇빛이 없어서 지상낙원이 따로 없습니다
941,"날이 덜 더워지니 사람이 많이 옴
돗자리 펴고 노니 좋구나~"
942,4계절 환상적인 뷰를 감상할 수 있어 좋아요
943,여름에 놀기 좋아요. 주말에는 주차장도 무료랍니다.
944,바람쐬기 좋아요
945,달리기 좋습니다!!!
946,나들이하기 좋아요
947,"화장실 빼곤 한번은 가볼만해요
애들 교육에 좋은것 같아요
참여하고 함께 한다는것이"
948,"코로나 때문인지 사람이없음.
5월쯤되야 볼게 많음."
949,햇빛 섬이 분위기가 좋고 가볼 만한 곳입니다
950,서울의 자랑이죠
951,도깨비 야시장은 비추. 식사할 장소는 없는데 들고 먹을 음식도 아님...
952,사방둘러봐도 멋진곳
953,한강공원 운동후 가볍게 들러 음료수등 구입할수있는곳 라면의 유혹을 견뎌야함
954,"야경이 좋음 금,토요일은 밤도깨비야시장이 함"
955,주차장 접근도 좋고 간단하게 산책하기 좋은.
956,세빛섬 조명이 아름답고 잠수교에서 바라보는 야경이 좋아요
957,새벽탈출 또가자! 너무좋아😍새벽한강 1.5인분씩 완전가능…
958,한창때 사람이 무지 많아서.. 사람 많은 곳 싫어하면 추천은 안함. 종류는 다양함.
959,이름 만큼은 아니더라도 그런대로 ~  달빛이 비친다면 더욱 좋겠지~ㅎ
960,한강공원 중에서 나들이하기 가장 좋은 장소입니다.
961,"야경이 넘 멋지고요,한낮의 피로를 잊게해주는 장소예요"
962,반드시 가보세요. 매시 정각부터 20분간의 분수도 기억하세요.
963,사람이 너무 많아요..그만큼 좋은 곳이라서 겠지요..
964,"좋아요

조용하고

공연장도 있고

배경 이쁘고"
965,좋아요. 자전거 타기도 좋고 가볍게 걷기에도 좋아요
966,아침 일찍 가지않으면 항상 주차가 힘듭니다. 알고 가세요~
967,항상 쉼이 있는곳! 세빛 두둥섬도 가볼만합니다
968,밤에 바람쐬러 가기 좋은곳. 화장실이 좀 멀다.
969,운동하기 좋음 주말엔 사람이 너무 많아서 비추
970,화장실을 조금 더 만들어주셨으면 함
971,사람이 많음. 가볍게 앉아서 시간보내기 좋음 저녁시간대 추천
972,사람은 많이 모이는데 판매상품은 저렴하지 않고 푸드트럭 품질은 트럭마다 제각각
973,언제 와도 좋다
974,산책하기 좋아요. 사람도 많지않고 그럭저럭 굳입니다
975,푸드트럭 거리를 만들면 좋겠습니다
976,"여름은 덥고, 봄, 가을에 바람쐬기 좋은 곳."
977,"좋아요
따릉이 타고 잘가요"
978,여기 사람 복잡 쉴 곳은 아님
979,너무 예쁜 곳
980,한강공원 베스트3에 드는거같아요. 풍경도 좋고.
981,멋진 야경을 자랑하는 반포의 랜드마크이나 착한가격은 아님
982,한강공원 중에서 제일 좋아요
983,너무 멋있어요^^
984,가장 좋아하는 강남변 한강공원
985,운치있고 낭만 즐기기엔 최적의 장소 입니다.
986,밤바리 좋네요~~~
987,접근성 좋고 운동하기 좋고 기분전환 하기 좋은 곳이예요.
988,요즘 봄이라 사람이 너무 많네요 밤도깨비 야시장도 하느라고 그런듯 해요
989,"볼거리 먹을거리 다좋네요
서울 한강공원의 대표죠"
990,노을이 굿!
991,두번다시는안가요차밀리고주차요금도받고서울시는너무하네요주차장나오는데만한시간울화통터지네요
992,치킨도 먹고 편의점 끓인라면도 먹고 좋음요 🤤…
993,공기맑고강물이시원하게보이고식사하기좋은곳입니다..
994,자전거도로가 잘나있어서 좋음 자장구마구타버리깅
995,"서래섬  새빛섬등  즐길거리가 많음
텐트 설치 가능 장소 있음"
996,휴식하기 좋은곳이지만 아쉬운건 화장실과 큰 나무들이 많았으면 좋겠습니다.
997,"많은 휴식공간, 주말 야시장 등 즐길거리가 풍부합니다"
998,연인과 같이가서 구경하고 산책하기 좋다
999,"프리마켓할 때 가면 잼있음 공 연도함
4월~10월인가 금토일"
1000,"뷰 , 너무너무 환상입니다,꼭한번 가볼만한곳,추천합니다,"
1001,"청결하고 좋아요
관리도 잘 되고 있어요"
1002,최고
1003,시원한 강바람 맞으면 힐링하기 좋은 밤이네요
1004,"여름에 치맥하기좋죠ㅎㅎ
음악분수도 있고요~"
1005,화장실이 너무 없고 그나마 있는 것도 수압이 약해서 지저분했어요.
1006,그냥그냥... 맥락이 없는 대관시설 및 상가들의 단순 조합.
1007,서울은 아름다워요~^^
1008,바람솔솔 부는 자연에서  가만히 있어도 힐링
1009,자전거 및 보드 타는 분들이 많이 모이는 곳이죠
1010,"그냥 한마디
살아있음"
1011,인생샷올리기좋은장소~~
1012,가면 늘 기분 좋은 곳. 하지만 주차는 역시 힘듬ㅠㅠ
1013,시원하게쉬기좋은곳
1014,남산타워조망조아유
1015,관광코스로 좋음. 밤이 더 이쁨
1016,날씨좋은요즘 강추 구름만 보고있어도 좋음
1017,주차하고 도란도란 얘기하기 좋으
1018,요즘같은 시기에  바람 쐬기에 좋은것 같아요..
1019,가까운데 있어서 정말 좋은곳입니다..운동하기도 사색하기도..
1020,오늘은 2020년 최고로 더운날..그래도 좋았네.
1021,잔디밭에 돛자리깔고 앉아놀기에 좋아요
1022,역시 겨울에는  강바람이 너무 차다. 겨울에는 피하시길.....
1023,아름답고 시원한곳. 텐트만 룰을 지키면 좋겠습니다.
1024,정말 시설도 좋고 편히 쉰 하루였습니다.
1025,"시설도 좋고, 분위기도 좋습니다. :)"
1026,야경이 멋짐 플로팅 아일랜드
1027,밤에 가면 야경과 더불어 맛있는 먹거리들이 있습니다
1028,예쁘고 좋았는데 약간 리모델링을 하면 더 좋을것같아요~
1029,언제나 굳.. 좀 추웠다 어제는
1030,이뻐요~~^^
1031,멋진 야경과 활기찬 사람들... 기분전환으로 진짜 좋다.
1032,"소래섬, 잠자리, 영화제, 야경은 덤~ 이 여름이 끝나기 전에, 돗자리 들고 갑시다!"
1033,야경사진찍기좋아요 데이트코스로 좋네요
1034,"비가와서 무지춥습니다
2틀정도 바람불고 비온데요..
갈메기똥 날아다닙니다"
1035,"가족과 함께 나들이 하긴 좋으나
주말 주차 대란입니다"
1036,넓어서 좋지만 아기자기한맛은 여의도가 나아요
1037,한강은 사랑입니다..
1038,반포둔치.20210306sat.
1039,한강에게 감사합니다
1040,채빛퀴진 뷔페에서 가족외식 추천합니다
1041,간만에  자전거 타고 나왔는데  많이 변해있네요...
1042,가족들과 같이 어울리기 좋은 장소입니다.
1043,한강에 있는 공원으로 자전거로 운동을 하는 경우 자주 찾는 곳
1044,사람만 좀 줄면 좋다 ㅋㅋ
1045,밤도깨비야시장  잼났어요
1046,RC모임할 때 제일 재밌다
1047,번잡하고 사람이많고 편의점이 좀멀고 먹을것들 가격이 비싸다 그것말고는 좋다
1048,야경 보고 푸드 트럭에 먹고 놀기 좋은 곳
1049,"푸드트럭 많아서 좋네요
맛은.. 그쟝 푸드트럭"
1050,"세빛둥둥섬, 서래섬, 다리 분수 등 무척 다양한 시설 존재"
1051,참 좋은데 그늘막이 많아져서 낮의 경치가 좀 웃기다
1052,분위기도 좋습니다.
1053,채빛퀴진 밥먹고 오락하며스트레스 날리기좋다
1054,좋아요
1055,피크닉을 하실 경우 반포대교 남단에서 북단 쪽을 바라봤을 때 왼쪽으로 가시면 더 한산합니다.
1056,9월이 마지노선 10월부터는 추워서 돗자리 엄두도 안남
1057,굉장히 좋은 공기와 자연을 보실수 있습니다
1058,애인이랑 산책두 하고 사진찍기도 좋고 강추입니다
1059,반포한강공원은 여유있게 앉아있기 좋음
1060,좋아유 역시 여름밤엔 한강
1061,여름에 산책하기 좋다. 그늘이 없는 건 아쉽다.
1062,여름밤 산책하기 좋은곳이에요
1063,꾸며진 곳들도 아닌 곳들도 깨끗하게 이용할 수 있었습니다.
1064,금요일 저녁이나 토요일 저녁에 차 가져가면 지옥을 경험합니다.
1065,좋음. 야경이 더 좋은 듯...
1066,비가 온 저녁이라 그런지 좀 추운거 빼고 음식도 맛있고 좋았습니다
1067,갈대와 백일홍류의 꽃들이 아름답게 어우러져 있음
1068,분수쇼보러가는곳 / 저녁때 가서 분수보며 커피마시고 다른데 감 ..
1069,너무 아름답고 좋은데요...
1070,산책하기에 좋은 경험이었어요.
1071,낮보다는 밤에 가야.더 진가를 발휘하는곳.
1072,바람이 많이불어 반에는 추우니 두껍게입고가세여ㅠㅠ 낮에는 너어무예뻐요~~
1073,날풀리니 사람개많아요ㅜ
1074,날씨가 무척 좋았습니다. 그런 날은 더 아름답습니다.
1075,분수가 예뻐요
1076,이벤트가 많아서 좋네요
1077,여유가 넘치는 한강공원.
1078,야경은 멋있는데 커피와 디저트는 별루.....
1079,What more can I say! 한강공원문화의 중심지!🙌…
1080,여러 문화활동을 즐기기에 좋은 곳!
1081,강가의 휴양시설로 카페와 부페 등이 있다.
1082,서울의 축복
1083,날씨 좋은날 바람쐬기 좋은 곳입니다.
1084,너무 너무 좋아요.^^
1085,좋지만 주말엔 사람이 너무많아 주차가 1시간..ㅠㅠ
1086,사람 너무많고.. 야시장에 트럭마다 줄선건 끝이없음..
1087,"잘 정렬된 푸드드럭과 마켓, 가격은 적절히 비쌈"
1088,딱좋은 위치에 있지만 너무 작아
1089,최애징소예요 주말마다 걷기운동하러 나갑니다~
1090,뷔페에서맛있는것많이먹고누나팔순잔치햇섯지!
1091,예뻐요 세빛섬 건물이 분홍색이라 예쁩니다
1092,굿
1093,"다양한 놀이시설이없고
그냥산책하기에적당함"
1094,이것이 서울의 맛과 멋. 너무나 한국적인 장소.
1095,밤에 시원하고 서울의 야경 멋있어요
1096,분위기좋음 음식맛있음 깨끗함 근데 살짝비쌈
1097,사람많고 도심속에서 따듯함이 느껴지는곳
1098,영화제도 하고 배도 타고 먹거리도 많고~
1099,새빛섬 시원하고 상쾌한 바람이 너무 좋아요.
1100,금요일 잠수교는 오돌이 천국이지
1101,밤 데이트 좋은 곳. 주차는 좀 어렵
1102,야경이 그만인곳이죠. 다만 음식이나 음료수 값은 비싸죠
1103,야경을 못 봤으나 주변이 탁 트여서 좋음
1104,여름 밤에 돗자리 펴고 치맥하기 좋은 곳.
1105,둘만의 추억
1106,관리를 잘해 쾌적하게 산보하기 좋아요
1107,"깔끔하고 좋았습니다.
공기도좋고 시원하니 좋았습니다."
1108,사람이 없을때는 평화로워서 좋아요
1109,코로나 때문에 일부지역 입장이 제한되고 있어요
1110,주차공간 힘들어요ㅜㅜ
1111,같이 간 사람이 너무 기분좋아해서 덩달아 좋았네여 ㅎㅎ
1112,경치 끝내줌 그러나 겨울에 바람이 많이 불어서 추움ㅜㅜ
1113,"사람이 많아 줄 서야하는 경우가 많음
가격이 비싼편"
1114,걷기에 좋음 무지개분수의 감동은 없음
1115,예전 울동네....
1116,분위기로 먹는곳. 푸드트럭은 맛없는곳고 많음..
1117,가을강바람...과 공연...^^~*
1118,"편안한 분위기, 밤도깨비야시장, 넓은 잔디밭"
1119,세빛섬 너무 좋아요 편의점도 다 있고
1120,도심에서 자연을 느낄수 있는 촣은곳이지요.
1121,반포대교 조명분수쇼와 함께하면 더욱 좋음
1122,자전거타고 가기좋으나 그 주변에 먹을곳을 찾기가 어려움
1123,아이들과함께놀수잇는공간이조금부족한것이좀아쉬엇음
1124,언제나 좋은 경치. 교통편이 좀 모자람
1125,주차장이 협소합니다. 그거 외에는 여느 한강공원과 비슷해요
1126,음주 단속이 필요함
1127,굿 아주좋아요. 다시 가고 싶네요.
1128,즐거운하루였으나  한강변안전장치 전무로 한강에 빠지면 위험함
1129,너무 맛있고 이쁘다!
1130,시원하고 멋진 야경이 좋아요
1131,가격이 두배 또는 양이 반. 근처 편의점이 없음. 한강을 즐기기는 힘든 위치
1132,가끔 쉬기 좋지만 매점 등 부가시설이 부족함
1133,조카들과 강아지와 소풍하기 좋아요
1134,최고의 한강공원
1135,가격은 그다지 저렴하지 않지만 간단히 한강에서 먹기 좋다.
1136,자전거라이딩하다 잠간 들러 휴식하기 좋은 곳
1137,사람도 많다 정말 많다화장실여자 화장실 정말 부족 줄서서 기다리는데만 한참
1138,주차할곳이 없음. 대중 교통만 이용 해야할듯
1139,좋음
1140,강변에위치한공원으로 서빛둥둥섬이라고 이름지어진곳입니다
1141,낭만적이다
1142,"금요일, 토요일 저녁 6시부터 푸드트럭 합니다.
재밌어요"
1143,사람많고 가격은 비싸고..
1144,"현충원 가는길에 잠깐  들러는데
한강과 어우러져 너무좋믐"
1145,"토요일 저녁시간 에 차량가고오시면은
낭패보기 쉬었요"
1146,역시 한강에서 먹는 라면은 굿굿 베리굿
1147,"세빛둥둥섬 튜브스터,.. 은은하고 환한 조명. 모두 굿"
1148,좋아요 .자전거타고 가다 쉬는곳..
1149,잠수교 야경은 말해 뭐할까요 ㅋ
1150,연인과 함께하기 너무 좋아요 ㅎㅎ
1151,더위를 식히기 좋으며 공연 관람도 할수있어요.
1152,너무 좋아요!
1153,편하게 쉬기 참 좋은 장소 같아요
1154,"사람 많은 편, 주차도 수월하지는 않아요."
1155,이런 공원이 있음에 감사하는 장소
1156,한강을 바라보며 시원한 맥주를 마실수 있는 곳..운치있게??ㅎㅎ
1157,난 여기서 평생 한 번도 보지 못 했던 시체를 두 구나 보았습니다.
1158,예쁨!!
1159,밤에 야간 라이딩하며 들르는곳
1160,바람이 많이 불어 조금은 힘든 시간이였다.
1161,도시속에서 모처럼 여유를 느낄수 있는곳
1162,사계절 산책하기 좋은곳
1163,동네 마실로 나오기 최고의 장소이다.
1164,넓고 구경거리와 즐길거리가 적당함
1165,롸딩때 자주갑니다~
1166,미니스톱 공사중이어서 포장마차 같은 곳에서 음식 먹을 수 있었음
1167,뷰가 좋고 치맥하기딱좋은곳입니다
1168,멋진 한강공원. 다른 어떤 지역보다 훨씬 볼거리가 많은
1169,무지개분수 멋져요
1170,뷰를 생각해 보면 외국갈 꺼 없이 너무 좋네용~^^.
1171,운동하기 좋은곳. 주차하기도 편항.
1172,"운동,데이트,산책등 하기 좋아요."
1173,저녁에 산택하면서 둘러보기 좋아요.
1174,가끔 플리마켓도 열리고 여유롭게 산책 가능.
1175,밤 바람이 참 시원하네요
1176,바람이 시원 하네요 ㅎ
1177,운치있고좋았어요!!
1178,좋은데 사람이 너무 많아서 별 4개
1179,세빛섬 다녀왔는데 밤에 소풍온 기분이에요~^^
1180,도심속에서 탁트인 한강을 즐길수있는 공간.
1181,"세빛둥둥, 세계불꽃축제 등등  행사가 많음.."
1182,젊은이들광관객운동하는사람들이많이모이는곳
