,0
373,"잠실한강공원 리뷰를 써달라구요!? 굳이?! 근데 난 착하니까 쓰래면 쓴다.

10여년전 생기다만 올챙이같은 괴수가 등장해 수 많은 인명피해를 낸 곳이며, 한 때 fbi까지 다녀간 적이 있습니다.
아, 입수시 한강물입수 오부제가 시행되고 있으니 참고해주세요!"
374,"집 앞이라 자주 가는 편인데, 이촌이나 반포에 밀린다.
그 점을 파고 들어 즐기면 된다."
375,콘서트가 늦게끝나서 배고파서 고수부지에서 라면 먹었는데요.  평상시엔 라면 안먹는데 기계로 끓여주는데 맛있네요
376,한강뷰가 보기좋은 곳으로 돗자리나  캠핑의자를 챙겨가는게 좋아요 그늘진 곳은 찾기가 어려워요
377,"한강은 갈때마다 늘 다른 기분으로 갈수있죠
외로울때 외롭지않고싶을때 슬플때 슬프지않고싶을때 죽고싶을때 죽고싶지않을때 살고싶을때 살고싶지않을때 행복할때 행복하고싶을때 기쁠때 기쁘고싶을때"
378,무슨말이 더 필요할까요?
379,자전거 타기 좋은 곳
380,밤에는 특히 야경이 참 멋진 곳입니다 유람선도 분위기 있구요 ^^
381,언제나  와도 좋은곳!
382,"사람들 다 라면먹고 자전거타고 강아지 데려오고
책상 가져오고 에어 빈백 가져오고.. 대박입미다
존잼."
383,"잠실에있어 차량이용 접근성 편리,주변 편의점있고 산보하기도 좋고/~"
384,"코로나 -19로 모든 행동을 한번 더 생각하고  실행해야 하는  조심스러운 시기에, 이곳 잠실 한강공원은  ""생활속 거리두기"" 란 약간의 규약만 지키면 너무도 나만의,우리들만의  공간으로 만킥할수있는 01:00의 추억이 만들어진 공원이엤다."
385,유람선 선착장도있고  편의점 옆 또래오래 치킨집이 있어 시원하게 맥주한잔하기좋습니다
386,주말은 주차장 들어가는 길 혼잡합니다. 평일 여유있게 한강 피크닉! 힐링 고고
387,"한방이 뻥 뚤려 시원하고, 자전거를 빌려 한강변을 시원하게 달릴 수 있어요. 자전거 대여가격도 저렴하니 좋습니다."
388,밤 늦게 편의점이 닫아서 한참걸어서 gs25시에서 라면 먹었네요. 맛있네요
389,굿.입니다
390,"가족이나 친구들과 함께 시간 보내기 좋으며, 편의점에서 기계로 직접 끓여먹는 라면도 한번쯤 먹을만함."
391,요즘 같은 좋은 날씨에 방문하면 참 좋은 곳이죠. 편의점 라면도 즐기면서요. ㅎㅎ
392,"날씨도 선선해지고
걷거나 자전거타기 좋은 계절이 왔어요^^"
393,강변을 따라 산책하기 좋고 여름에는 야외 수영장도 개장.. 유람선 선착장도 있네요.
394,자전거 대여소가 아주 편리했고 또 담당 직원이 친절해서 아무 불편없이 시설을 이용했습니다. 고맙습니다.
395,적당한 바람과 햇살이 있어 힐링하고 여유를 즐기기 아주 좋아요^^
396,"편의점이 많고 치킨가게도 바로 있어서 좋음
한강공원 중 사람들이 많지 않은편
공원이 넓진  않지만 야경이 예쁩니다"
397,"텐트 허용 장소도 있고, 근처에 편의시설도 있어서 하루 놀기에 좋아요♡♡"
398,"관리가 잘 되어있고 한강조망이 너무 좋네요. 가족, 연인과 산책하기 좋아요"
399,"다른 한강공원에 비해 주차장도 넉넉하고 사람도 적은편
치킨은 편의점 옆에서 팔아요 또래오래 맛남"
400,달리기 하기에 트인공간 답답함이 사라짐
401,"시원한강바람
맑은뭉게구름하늘
넘치는에너지를가진운동하는사람들
좋다~"
402,너무즐거워요
403,여름 밤 식구와 같이 같는데 시원한 강바람이 좋고 경치가 좋다
404,한강은 역시 👍👍👍👍👍…
405,저희 동네입니다. 와서 느껴보세요~
406,날씨 좋은 초가을 한강공원 추천
407,자전거 타고 운동하기도 걷고 운동하기도 좋고 여름에는 수영장도 이용할 수 있고 넓은 운동장이 있어서 축구같은 운동도 할 수 있고
408,날씨 좋고 바람 좋고
409,요즘 따릉이 물결이네요. 강변따라 걷고 벤치앉아 맥주한잔도 좋음
410,"시원하고 좋음
사람구경도 하고 편의점도 있어서
먹을것도 많아 좋네요"
411,"좋긴한데 일부 몰지각한 운전자들이 심야에 시끄럽게 시동을 걸어놓고있지를않나, 소음기 튜닝한 스보츠카를 몰고와서 굉음을 내지않나, 이런건 단속을 해야될줄로 압니다..."
412,달이 밝은 날에
413,주차하기도 좋고 텐트를 칠수가있어서  가족들이 놀기는 최적에장소
414,치킨집도 있구 돗자리 깔고 누워있기 좋음. 라면먹고싶당.
415,자전거 타기 좋고 저녁 먹고 다~산책하러 나오는것같음~~
416,자전거 타고 지나치기만 하는데 사람이 많은 거 빼곤 좋음 ㅎ
417,야경 좋습니당! 밤 마실로 나와보세용 쿠팡이츠 요기요 배달도 잘 옵니당.
418,한적하고 좋아요.
419,앙기모띠한 곳이죠 겨울에 가면 꽁꽁 얼어 아름다운 야경을 비춰주는 거울로 변하는 미르스띤 곳입니다
420,"사람들 많음
커피한잔 라면 등 산책으로 추천"
421,차를가져가실꺼면...일찍.... 일요일 5시 이랜드 크루즈타기위해 4시도착... 주차.... 30분걸림... 자리찾기가....
422,가성비 좋지만 주차료 많이 비싸고 현금으로 선불로 내라고 하는 경우도 적지 않아서 기분나빴음
423,자전거라이딩 하는분 가족과 텐트에서 쉬는분 선선한 바람 불어와 좋았습니다.
424,"한강에 더불어 주변경치 그리고
편의시설  아주 잘돼어있다고 생각힙니다"
425,요즘은 코로나 때문에 나들이 가기엔 부적합하지만 상황 좋아지면 날 좋을 때 저녁에 친구들과 맥주 한잔하기 딱 좋습니다.
426,자전거는 여기가 대박
427,쓰레기만 조심 하면 깨끗한 환경에서 즐길 수 있을텐데. 낚시도 불법인지 합법인지 안타깝네요
428,"저녁 맛있게 먹고
산책하러 갔습니다
아직 공기가 차지만
소화 다 시키고
ㅋㅋㅋ
넘 좋았습니다"
429,"조용히 밀회를 즐길수있는 장소입니다^^
연인들의 데이트 명소에요~~"
430,말이 필요없는 야경 뷰
431,좋아요 ㅎㅎ 네 감사합니다
432,건대 자주 갔었는데. 건대보다 훨씬 사람이 적고 깔끔해서 좋아요
433,"다른 한강공원 구역에 비해 찾아 가기가 쉽지 않다 .
딱히 눈에 띄는 것도 없고
있다면 옆에 관광용 헬기장이 있다는 것"
434,늦봄부터 가을까지 날씨좋은날 그늘막 설치하고 쉬기 아주 좋아요.
435,"좋아요.
야경 너무 이뻐요^^
주차는 비싼거 같아요!!
주차공간 좋고 치킨 맛있어요"
436,광나루보다 복잡하고 놀거리는 많이 없어요
437,"여유가 있을때 가면 언제나 좋은 장소입니다
피크닉하고 강아지랑 산책하며 여유로운 시간을 보낼수 있습니다"
438,잠실 가깝고 가기 좋음 그냥 편함
439,취사는 안돼요
440,"반포 한강에 비해 즐길 거리가 적지만, 그래도 한강에서 치맥을 하거나 거닐기엔 좋음."
441,한강변 계단에 앉아서 도심에서 보는  강뷰가 탁트여서 시원하고  좋았어요
442,편의점과 카페가 있구요. 주말이었는데도 시끄럽지 않았습니다. 잠깐 쉬기 좋아요
443,운동하기 너무 좋은데요
444,오늘 자전거를 타고 다녀왔네요 미세먼지도 비교적 적었고 날씨도 조금 쌀쌀했지만 괜찬았네요
445,"관리가 잘되고있는 잠실쪽 한강 공원입니다.
여름에는 수영장도 운영되고 산책하기 좋습니다."
446,"텐트, 그늘막 허용 장소,
편의점 가깝구, 주차장도 가까워서 놀러가기 좋아요"
447,도심에 이렇게 넓은 강이 있어 시야가 확 터지는곳에서 가볍게 맥주를 마실수 있는 곳이 또 있을까?
448,"자전거 도로가 좋아서 올림픽대교 방향 또 반포대교방향 분당방향 으로 쉽게 갈수있음,"
449,한강은 언제나 좋다. 잠실지구는 그늘막금지구역이많아서 한산한편이다
450,"항상 관리가 잘 되어있고, 밤 늦은 시간에도 사람이 많으며 안전"
451,멋진풍경을 보여주는 서울안에 공원
452,광활한 한강풍경이 도시풍경과 어우러진 곳입니다. 멋진곳이죠.
453,공휴일도 주차료 받는 한강시민공원 이렇게 푼돈까지 꼬박챙긴 돈으로 서울시는 뭘하나
454,주차 편리하고 여유로운 시간을 보낼 수 있는 좋은 장소입니다.
455,항상 스트레스 풀기 위해 운동 후 찾는곳. 넓고 편한 그늘있는 야외공간이 쉬면서 한강보기 좋습니다.
456,사람들 많이 나와 있네요. 휴식하기 좋게되 있구요.
457,"날씨가 좋은 날 갔는데 아주 좋음
오리배탔지만 자동 엄청 느리고 물이 똥물"
458,사람이생각보다없어요. 하지만 명상하기좋은곳
459,현재 공사중이라 한강보긴 아쉬어요
460,네에 자전거를 탔어요^^
461,산책하기 좋은곳
462,늘 좋습니다 수영장 공사되면 더좋아지겠네요.
463,자전거타고 놀라가기 좋은곳
464,"산책, 조깅, 자전거 등 야외활동하기 최고. 한강에서 빠질 수 없는 라면!"
465,"라면이 봉지라면 ᆢ3천원 날계란 1개 5백원 비싸다
거져돈버네 ᆢ"
466,라면에 야경 운동도할수있어요 데이트장소로도 최고~~
467,날씨 좋은날엔 멀리까지 잘 보여서 좋습니다.
468,야경좋아요~
469,그늘이 없다. 일부 장소에 그늘막을 허용했다. 타프는  금지인데 왜들 설치합니까.
470,5월에 선선하게 산책을 즐기기에 딱 좋은곳이죠
471,놀고 쓰레기좀 치우고 가세요 너무 지져분해
472,좀 붐빌때도 있고 주차장이 불편할때도 있지만 가면 너무 시원하고 즐기기 좋은 곳
473,"토요일은 피하시고

출차하는데  소요시간 30분이상
주차요금은 관리소홀로인한 출차지연에대하여
감안 하지않음
늦은시간까지요금징수"
474,가까운 김영모 가도 될듯요..브런치 먹을려면 괜잖은데 ..빵 사러갈 필요까진.
475,운동삼아 걷다가 한강을 배경으로 편의점에서 라면먹고 맥주 한 잔 하기 좋습니다.
476,"한강과 맑은 하늘의 조화
여유롭게 운동하는 시민들의 행복한 모습"
477,가족과 여유롭게 한강변에서 시간을 보낼수 있어 좋아요
478,멋진 야경 시원한 바람  물멍 때리기 좋아요
479,연인들끼리 강바람을 만나며 데이트를 할수 있는데 편의점에 따뜻한 술을 안파니 아쉽다.
480,사이클링 하는 사람이 많네요. 주말 운동 산챡 최적의 장소.
481,편의점 너무 비쌈. 양주는 안팜. 술마실거면 신천역 근처에서 미리 사가자
482,가을이 왔음을 느낄수있는 행복할수있는곳이예요
483,한강공원 가기전에 잠실역 지하 롯데마트 및 상가에서 장봐가면 좋아요
484,멍때리기좋아요
485,할아버지가 금연 공공장소에서 담배를 피는데 어의가 없어서 27개월 아들 데리고 자리를 피했습니다
486,"여름에 풀밭에서 쉬기 좋고, 자전거 타기 좋은 곳입니다."
487,도시한가운데 이렇게 크고 멋진강이 흐르는곳이  또 어디에 있을까?
488,"많은 주차장
가까운 편의점과 화장실
어린아이들이 놀수있는 흙 놀이터가 정말 좋았으며

부족한 잔디밭이 조금 아숴웠음"
489,언제 와도 평온하고 애틋한 곳.
490,오랫만에 한강 야간라이딩~
491,큰나무가 더많이  있었으면 좋겠네요 그늘이 많지 않아요
492,"운동하기에, 가족 화합하기 최고의 장소. 우리나라가 선진국이 될 수 있다 느끼게 해 주는 곳."
493,한가한 금요일 오후 날씨도 좋고 맥주한캔 좋아요
494,흐린 날 시원한 강바람 맞으면서 걷기 좋아요
495,"언제나 좋은곳
라면을 가장 맛있게 먹을수 있는 곳."
496,운동 하러 자주갑니다.넓고 시원하고 조김하기 넘 좋와요
497,"라이딩하면서 항상 스쳐 지나가듯이 합니다.
주말엔 인파가 너무 많아요."
498,저녁 노을이 이쁘곳...
499,사람이 많긴하지만 방역으로 가게도 다 비닐하우스지만 여전히 좋은곳
500,"접근성이 좋고 편리합니다
날좋은날 돗자리펴고 한숨자면 개꿀!!👍…"
501,"공기좋고 뷰좋고 아이들이 놀기좋고
단지 자전거들이 너무 빨리 달려요...ㅠㅠ"
502,이 곳은 깔끔해서 좋지만 잠실대교 밑은 라이딩할 때 수영하는 팀과 겹치는 부분과 자전거 도로에 조깅하는 사람들과 겹쳐서 좀 어수선한 분위기가 있어 조심하십시오
503,집근처라산책이나운동하기좋아요
504,최근 코로나사태 때문에 편의점이 일찍 문을 닫네요.
505,한강 자전거 타고 돌기 좋습니다. This place is one of cool site in seoul for working or riding.
506,강아지와 산책하기 좋고. 운동하기. 라면먹기 좋음. 깨끗한 편
507,서울의 명물 저녁에 산책하면 기분이 좋아지는 곳이다
508,휴일에 잠깐 돗자리챙겨 나간곳이네요 정말 좋은곳이네요
509,한적해서 좋아요 잔디도 강이랑 가까워서 좋아요
510,봄가을에 좋아요. 라면도 맛있고 맥주도 맛있어요
511,"그늘막텐트와 돗자리,
캠핑용 의자와 테이블
치맥과 사랑하는 사람들과 함께면
이곳이 지상낙원"
512,아파트나빌딩은고만짓고이런넓고좋은공원이많이생기길바랍니다.
513,진입도 좋고 공영주차장도 비교적 싼가격 한강은 서울의 젖줄
514,역시 한강인가...
515,사람이 많아 당황스러웠지만 모래밭도 조성되어 있어 아이가 신나게 뛰어 놀 수 있음.
516,"밤에 한강보기좋은곳
여름엔 시원하고 겨울엔 한적해 걷기좋다"
517,한강은 라면이죠.날도 많이 춥지않고  산책하기 좋았네요
518,애견이랑 같이 산책하고 편하게 쉬기 좋아요
519,가족 친구끼리 나와서 휴식즐기기에 좋음 소형텐트나 돗자리필요
520,"예쁘고 좋은데 사람많은 주말엔 약간비추
사진찍기 힘듦"
521,태풍 왔다고 사람이 없었네요. 화장실이 멀어서 별 하나 깎았어요. 화장실 좀 하나만더 만들어주세요
522,오랜만에  애들 데리고 한강공원 갔더니 넘 시원하고  애들도 넘 좋아하네요~
523,잠실한강공원 그늘막 텐트치고 휴식
524,"해돋이 보러 갔는데, 작년과 마찬가지로 구름으로 인해 빠알간 해를 보진 못했네요.. ㅠㅠ"
525,"저녁 노을이 아름답고
한강을 따라 걸을수 있어
아주 좋습니다"
526,"코로나때문에 마스크로 인하여 더웠지만, 쉬기 좋은 장소입니다"
527,"자전거 타기도 정말 좋고, 한강도 너무 이쁜 장소❤️"
528,주차하기 편하고 좋아요 주변에 편의점있어서 편리해요
529,야경이 진짜끝내주네요
530,좋아요~새벽에 편의점에서 라면 끓여먹기 좋음~
531,탁트인 전망과 강가에서 불어오는 시원한 바람이 좋아요
532,자전거 를 타고 힘들어서 쉬고싶을 때쯤 잠시 목도 축이고 배도 채울수 있는 한강.
533,여기 캠핑장 이용하지 마세요. 햇빛 너무 심하고 비위생적이고 덥고 습해요. 차라리 좀 더 외곽으로 나가세요.
534,서울시민의 완소플레이스. 깨끗하고 편의시설도 잘돼있음
535,"갈때마다신선하고맘이향내나는듯
좋습니다"
536,가족들이 놀기에 좋음. 다만 쉬는 날엔 사람이 많아 잔디밭에 자리 잡기 어려울 정도.
537,여름 덥고 겨울춥고 봄가을이 좋음.~
538,"잠원지구 보다 한가하고 좋음ᆢ
자전거 라이딩 하다 쉬기 좋은 장소ᆢ"
539,"시원했다 다만 어린 조카가 물에빠질가봐 계속 좇아다님
난간이 너무 띄엄띄엄"
540,날두 맑고 좋아서 가봤는데 역시 가길 잘했어요!
541,중국집인것 같은데 궁금하네요
542,"코로나없는것 같은 바람부는 힐링지역, 여전히 사회적거리두기~ 덕분에 고맙습니다~"
543,자전거 라이딩 도중 쉬어가거나 만남의 장소로 좋은 곳입니다!
544,닐씨는 선선했지만 자전거타기는 좋은날씨였답니다
545,"시원한 한강변은 물이 있어 좋지만, 그늘이 적어 불편하고, 바닥이 아스팔트라 걷고나면 발바닥이 아파요"
546,"물이 있다.
사람이 있다.

그리고
하늘이 있다."
547,"친환경차 50% 주차감면, 다둥이카드 자전거대여 할인."
548,한강뷰을 보면서 먹는 라면은 언제나 좋습니다
549,술마시고 깽판치고 담배 아무데서나 피고 쓰레기 막버리는 사람들만 피하면 좋습니다.
550,"늘 기분좋은 쾌적한곳
근데 편의점들이 문닫았네요"
551,"야경도 예쁘고, 특히 요맘때는 바람도 시원합니다:)"
552,분당쪽에서 채 20키로가 안되는 거리에 있고 생각보다 사람이 많지 않아 좋았습니다
553,한강 범람으로 도로청소는 마무리 되었으나 물 빠지면서 썩는 냄새는 아직 진동함.
554,잠실선착장 편의점에서 라면 먹기는 라이딩의 또다른 즐거움
555,"20년07월 기준 날파리 조금 있어요
배달음식은 대체로 맛있습니다"
556,굿
557,요즘 공사중이라 먼지 많아요
558,가족단위가 많은 한강
559,비올때 차에서 커피먹으면서 음악들으면 분위기 너무 좋아요~~!!^^
560,요즘 더 좋아요 가을 하늘이 너무 높고 파랗네요
561,장기주차 1만원입니다 좋습니다
562,저녁에 선선해요
563,매우만족 별다섯개
564,"라면맛집 ㅎ
탁트인곳에서 돗자리펴놓고 캔맥에 누워서 하늘바라기 굳"
565,화창하고 시원하고 봄기운을 느낄 수 있었습니다.
566,"잘 가꾸어진 최상의 공원
자전거 길도 최고.
단지 식당등이 부족."
567,"도로연수 가서 좌,우회전 연습하고
화장실도 이용 했습니다"
568,요새 미세먼지도 없어서 걷기에 너무 좋아요.
569,"걷기, 달리기, 자전거
가족 친구 누구나 휴식공간"
570,"배구를 즐길수있는 모래사장, 맛난음식이 많은 편의점"
571,탄천따라 자전거 페달을 힘껏 밟아 도착한 곳. 시원한 느낌이 드는 곳 입니다.
572,물냄새 맡을 수 있고 사람 구경하기 좋고 좋은 사람과 함께 걸을 수 있는 한강공원
573,"좋긴한데 주차장이 너무 협소합니다
자리 찾으러 돌다가 그냥 나옴"
574,요즘 사람 많을 것 같았는데 별로 없음 당연한거지만 모기밥됬음ㅜㅜ화장실좀 깨끗했음 좋겟당
575,개나리와 봄을 알리는 꽃과 멋진 강. 좋아요
576,평일 낮에 방문한다면 좋을것! 사람도없고 한적하다
577,산책하기 좋은곳. 자전거는 항상 조심할것
578,앉아서 놀기좋아요 화장실이 깨끗해요
579,"넓고 탁 트임. 간간히 물고기들과 갈매기?를 관찰할 수 있음.
좋음"
580,이제 다시 그늘막 텐트 이용가능 해요!
581,그냥 뭐 해운대사는사람이 해운대보는느낌
582,피크닉 장소로 추천. 11시 전에 가야지 좋은 자리 선점가능
583,언제나 활기 넘치는...^^
584,좋은위치에 쉴수 있는 공간이에요~
585,관리가 잘되고있는 한강공원 쾌적하고 상쾌했어요~
586,가끔 자전거 런닝하는곳이라 좋습니다
587,나무아래 돗자리깔고 누워있으면 천국이 따로없음
588,기분좋고 여유로운 장소
589,현재는 강변 공사중이라 비추천
590,강변을 산책하기 좋은 서울의 아름다운 한강과 잠실
591,넓고 산책하기 좋음 봄가을 날씨 좋으면 주차하기 힘듬
592,모두에게 누구나 가지고 있을 추억이 깃든 장소지요.
593,정원도 있고 쓰레기통도 많고 편의점도 중간중간 있어요!
594,물가에 내려가서 발을 담글수있는 장소가 없다.
595,새벽 2시 까지 주차비 받는거 빼곤 좋네요
596,늘 좋아요 자전거 타고 다니기 좋죠
597,비온뒤 의 상큼함 이 너무 .좋았어요
598,잠시 여유를 즐길 수 있는 좋은 곳입니다
599,언제나 휴식을주는곳 항상 감사한곳
600,시원한 한강에서 펼쳐지는 아름다운 풍경 속에 많은 힐링을 얻고 있습니다.
601,"한강 뷰 ! 인공 모래 사장, 편의점, 편안한 오두막 등등 좋아요"
602,여유롭고 좋네요. 가족끼리 오는거 추천
603,시원한  강바람과 탁트인 강변풍경을 구경하며 피크니장소로  최적
604,"한강 공원 은  항상 좋다.
날씨가  쭈워서  썰하지만
차안에서   있음ᆢ"
605,갔다가 왜가리 넘어진거 봄
606,좋네요. 이런 공원이 집옆에 있으니 강변 아파트가 비싸군요
607,좋습니다. 날씨만 좋다면 맘껏 걷고싶은곳
608,나의 최애플레이스
609,차가 막히지만 돋자리깔고 치킨먹으면 맛있어요
610,말해뭐합니까 날좋을때가서 드러누우면 개꿀
611,좋아요 아무 생각 없이 멍때리기 최고의 장소
612,언제나 최고의 안식처 그러나 장소별 규제문구가 너무 많음
613,이래저래 좋은 장소ㅋ
614,넓은 우리집 앞마당
615,잠실 수중보 롯데월드 타워와 한강이 어우러져 심심하지 않은 풍경의 쉼터
616,한강변 최고의공간
617,큰 도시에 이만한 공원있다는건 좋은 일이죠
618,밤에 갔는데 비오고 바람부니깐 비바람 피할곳이 차밖에 없네요
619,내가 엄청 좋아하고 의지하는 혁재오빠야랑 ㅎㅎ 나달래준다고 힐링시켜주심 ㅠㅠ 넘나 감사해여
620,"완전 재미있어요!
다만 벌레가 많아요~"
621,날씨가 좋아서 걷기 너무 좋네요.
622,화창한 날씨에 한강변 산책은 최고죠👍…
623,"응..
있다면 자전거가 너무 낡아서 힘들었어요 😭
다른것은 다좋아요👍👍👍…"
624,"가족끼리또는연인끼리 바람쐬기조은곳같아요
그런데 아직은 좀추워요"
625,오세이던 시장님 그늘막 설치하게 해주세요..
626,야경은 역시최고 그치만 편의점이 공사중이라 가건물인게 아쉬움
627,잠실쪽은 역시 가족 분위기. 잠원지구와 완전 다른 느낌이다.
628,6월말 잠실한강공원~ 선선하니 좋네요~~ 잘 놀았어요 ㅎㅎㅎ
629,여름에 최고입니다. 수영장도 개장합니다.~
630,"산책 라이딩 간단한 먹거리까지
한강을 따라 휴식하기 좋은 장소"
631,가도 가도 질리지 않음
632,날씨 좋고 배구하는사람 서핑하는 사람 많았네요
633,오랫만에 아내하고 라이딩 좋았지요.잠수대교건너 잠실대교한바퀴49km엄지척
634,"넓고 다양한 시설(백사장, 자전거 대여)이 장점"
635,말하면 입아픔.  화장실만 관리 잘되면 여름엔 따봉~♬
636,일주일전에 가서 라면끓여먹고 치킨먹었어요 날이 추워서..
637,"이제 자전거 이용자가 너무너무 많아서
조심해야겠어요..."
638,롯데타워가 잘 보이는 곳 입니다. 강준치가 많습니다.
639,라이딩하는 사람들이 쉬어가기에 좋은 장소입니다.
640,경치도좋고  시원해요  유람선도아주좋와요
641,"잠실1,2,3호점25시편의점~
한강이 예쁜곳^^"
642,교통은 뚝섬보다 안좋지만 훨씬 조용하긴하다
643,시민이 편안하게 쉴수있는 공간입니다.
644,한강볼수있는 잠실한강공원 경치도좋고 분위기도좋고 다 좋았습니다
645,여름 밤에는 바람을 쐬러 나온 사람이나 자전거를 타는 사람이 굉장히 많아요.
646,굿
647,서울에서 강과 멋진 풍경을 볼수 있다.
648,밤에 가니까 괜찮고 야경도 예뻐요.
649,바람이 좀 차가운데도 넘 좋았어요^^
650,날이 좋아서 날이좋지않아서 그 모든날들이..
651,자전거타기 좋고 산책 및 운동하기 좋아요
652,확트인 장소 답답한 마음일때 가볍게 가면 좋음
653,반포공원이 조금 더 예쁘지만 롯데월드가 가까워 좋다
654,경치좋고 사람냄새나고 좋았네요
655,시원한 바람과 야경이 끝내줘요
656,잠실종합운동장이 위치하고 롯데월드타워가 보입니다
657,낮이고밤이고 걷기좋고 탁트인 상쾌한 장소.
658,다 좋은데 오늘 바람이 너무 분다
659,날씨도 좋고 재미있는 산책을 했어요
660,미세먼지없을때 시원한 강바람 맞으며 산책하기좋음
661,한강과 롯데타워가 보이는 멋진 풍경을 가졌습니다
662,삶의여유를 느낄수 있는 낭만이 있는 곳
663,놀기 너무 좋은데 사람이 너무 많았어요~
664,주말에 바람쐬기 좋습니다
665,운동하기 정말 좋은 장소 입니다.
666,언제든지 갈 수 있지만 사람이 너무 많다
667,"역시!@
잠실한강~
풍경 굿~ 일몰도 야경도 멋져요~"
668,선선한바람과탁트인곳
669,모든 풍경이 감상적이게 보이는 좋은곳
670,가격이 아주 좋아요. 주차장과 입구는 좀 멉니다.
671,주차장도 넓어서 다른 한강공원보다 쾌적합니다
672,좋다 서울에선 이만한데가 없음 먹을껀 사오세요
673,한강변을 따라서 산책을 하면 마음에 여유
674,오랜만에 주말 아들과함께 한강시민공원 자전거타기
675,강아지랑 산책하기 좋아요.
676,여름끝의 건강을 위해 걷기.자전거 라이딩.산책가족과
677,밤공기와 경치가 좋고 걷기에 좋다
678,깨끗하게 잘 조성해두었어요
679,유람선도 타고 한강 구경도하고 경치도 멋있는곳
680,한강 바로앞 계단 개꿀 -돌계단이니까 매트나 깔개 필수
681,저녁 먹고 산책하거나 간단히 운동하기 좋아요
682,"시원한 한강을보며 치맥한잔
짜릿합니다."
683,무더운 여름날 탁트인 한강이 너무 시원 합니다
684,일요일 오전인데 자전거타는 사람 엄청 많습니다
685,강바람 맛이 달달한 계절...돗자리 펼때 강아지 배설물 주위..정말...ㅠㅠ
686,너무 낭만적이야 라면국물 음식물쓰레기냄새만 빼면
687,강좋고 자라펴고 앉을데도 많음 자전거도로가 좀 좁은게 흠~~
688,전국체전 100주년 기념
689,손녀와 2인용자전거를 넘 재미있게 탔시유
690,잔디 위에서 아이들 뛰어놀기 좋은 장소입니다
691,저녁에 가면 한가함. 치킨과 맥주를 먹을 수 있는 곳.
692,"석양을 한강과 함께~치맥은 사이드!
자전거는 조심해야함"
693,잠실 동서울 시민들의 쉼터
694,로멘틱한 한강크루즈를 기대했는데 야밤에 트로트라뇨ㅜㅜ 그래도 여러모로 재밌었습니다 ㅋㅋㅋㅋㅋㅋ
695,평화롭다
696,가족과 함께 즐거운 시간 보내기 좋아요
697,정리가 잘 되어있고 힐링장소임
698,봄 가을 산책하기 좋습니다. 여름에는 더워서 산책하기가..
699,오래된 정비 잘 된 한강 공원. CU 및 치킨집을 들르는 맛이 있다.
700,간편하게 바람쐬기 좋인요. 😃…
701,간단히 바람쐐러  가기좋아요
702,일몰
703,한적하고 가족과 오기에 좋아요
704,"굳이 말로 안해도..
좋아요~"
705,라이딩하면 잠실라이딩!  편의점이 있어 좋으나 한강에 있는 편의점은 행사상품 없음!
706,깨끗.. 반포보다는 사람이적어서 조아요
707,편의시설도 많고 자전거타기도 좋음
708,언제나 와도 좋은곳 입니다
709,아이들과 무엇을해도 좋은 쉼터이자 공원이다
710,생각 정리가 필요하거나 운동할때 최고
711,주차장이 널널하여 데이트하기 좋은 장소입니다
712,여름에도 밤에는 걷기 좋아~
713,자전거를  빌려서   탈수있는  새로운기회였다!
714,편의점에 화장실 주차장 다 편함
715,환경이 좋아서 아주 만족^~^
716,가족과 양재천을 통해 걷기 좋아요.
717,"날씨 좋은 날 캠핑, 걷기, 자전거 타기 좋다"
718,"15키로 정도 걸었음.
해 떨어지는 시간대에 가면 좋음"
719,우거진 숲과 한강조망이 좋습니다.
720,사람이 없어요 벌레가 더 많아요
721,강과 어우러진 숲길이 바람과  함게 시원한 여름이 춤춘다
722,또 가고싶네요!! 너무 좋아요
723,잔디밭에서 운동 맘대로 할수있어요
724,항상마음을편안하게해주는곳이다
725,한강공원은 언제든 좋습니다ㅎㅎ
726,"수영장 처음 가봤는데 너무 좋습니다
완젼 강추~~!"
727,헬강 사람 너무 많고 사람들 자전거도로 인도에대한 개념이 없어요
728,유람선 좋았습니다 무료공연도 좋네요
729,"배달음식 거의다 됩니다.
가락시장 회도 배달됨"
730,달리기 최고 자전거 타기 최고의 장소 입니다
731,"주차도 좋고 ㆍ
휴식도 좋다ㆍ"
732,피크닉 가즈아~
733,팔당대교 지나서부터 잠지까지는 보급할 데가~
734,서울의 자랑
735,좋았는데 넘 추워서 여름에 가는 것을 추천합니다!
736,크게 좋은 점 없읍니다 그늘막 부족하고  편의시설 부족해서 좀불편함
737,한강공원 자체는 좋지만 주차비와 무분별한 배달전단지가 짜증..
738,생각하기 좋은곳
739,기분도 상쾌해지고 좋아요
740,해가 지니까 너무추워요 아직은 이른가봐요
741,23년 초까지 공사예정
742,구리한강공원 한가해서 좋아요
743,시원하고....
744,한강은 언제나 옳다
745,마음이 넉넉해지는 풍경을 가진 산책로
746,요즘은 미세먼지 땜에 거의 못 가요
747,주말엔 엄청 밀린다. 차가지고 오는거 비추입니다
748,편의시설이 잘 되어 있어요
749,시원한 강바람 맞으며 자전거타기 좋은곳
750,탁트인게 좋았지만 편의점 가격이 비싼거 같아요
751,주변에 치킨먹으면서 연 날리면 진짜 재밌어요♡
752,칼바람 불때 창문 조금 열어놓고 따뚯한커피 한잔 마시고....
